Kinase,Compound,Predicted_Kd_Category
TLK1,CP-690550,>3000nM
MELK,Vandetanib,>3000nM
FLT3(D835H),KW-2449,<3000nM
FES,PP-242,<3000nM
ERK4,SGX-523,>3000nM
ABL1-phosphorylated,BMS-387032/SNS-032,>3000nM
CAMK4,Nilotinib,>3000nM
NEK1,Dasatinib,>3000nM
TYK2(JH1domain-catalytic),BIRB-796,>3000nM
"EGFR(L747-T751del,Sins)",CHIR-265/RAF-265,>3000nM
MYO3A,TAE-684,<3000nM
DYRK1A,R406,<3000nM
EGFR,Pazopanib,>3000nM
CLK2,CI-1033,>3000nM
ITK,Crizotinib,>3000nM
CDK8,PKC-412,>3000nM
PIK3CA(E542K),INCB18424,>3000nM
TYRO3,GDC-0941,>3000nM
ZAK,GDC-0941,>3000nM
ABL1-phosphorylated,KW-2449,<3000nM
"EGFR(L747-T751del,Sins)",Gefitinib,<3000nM
NEK1,Imatinib,>3000nM
MEK3,MLN-8054,>3000nM
MAP3K1,Imatinib,>3000nM
PRP4,R406,<3000nM
MERTK,AZD-2171,<3000nM
NEK7,CEP-701,<3000nM
CAMK2B,TAE-684,<3000nM
ABL1(F317L)-nonphosphorylated,BMS-345541,>3000nM
MARK4,INCB18424,>3000nM
CAMK2B,AG-013736,>3000nM
NDR1,AC220,>3000nM
FGR,AZD-6244/ARRY-886,>3000nM
MELK,CP-690550,>3000nM
CSNK1G1,Dasatinib,>3000nM
EGFR(L858R),AG-013736,<3000nM
PRKG1,Nilotinib,>3000nM
PIK3CA(E545K),Staurosporine,>3000nM
MET(M1250T),INCB18424,>3000nM
CDK2,CHIR-258/TKI-258,>3000nM
EGFR,CEP-701,<3000nM
ACVR2B,CP-690550,>3000nM
JAK1(JH2domain-pseudokinase),BMS-387032/SNS-032,>3000nM
MET(Y1235D),R547,>3000nM
ABL1(H396P)-nonphosphorylated,BIBW-2992,<3000nM
HCK,CEP-701,<3000nM
RSK4(Kin.Dom.1-N-terminal),ABT-869,>3000nM
KIT(D816V),BIRB-796,<3000nM
ERBB4,AG-013736,>3000nM
EPHA8,AZD-2171,<3000nM
PFCDPK1(P.falciparum),Ki-20227,>3000nM
MET(Y1235D),BIBW-2992,>3000nM
CIT,GW-2580,>3000nM
MAP4K4,AG-013736,<3000nM
PRKG1,Lapatinib,>3000nM
ABL2,LY-333531,>3000nM
TBK1,Flavopiridol,>3000nM
ASK1,Erlotinib,>3000nM
SRMS,PP-242,<3000nM
IRAK3,Erlotinib,<3000nM
CSNK2A1,R406,<3000nM
CAMK1G,BIBW-2992,>3000nM
PKN1,PTK-787,>3000nM
BMPR1B,LY-317615,>3000nM
ERBB4,Erlotinib,<3000nM
MRCKA,CHIR-265/RAF-265,>3000nM
FAK,R406,<3000nM
ZAP70,MLN-8054,>3000nM
BRSK2,Flavopiridol,>3000nM
HIPK3,GSK-1838705A,<3000nM
FGFR4,AG-013736,>3000nM
YES,Dasatinib,<3000nM
MAP4K2,R547,>3000nM
NEK4,MLN-8054,>3000nM
DDR1,AC220,<3000nM
MST4,TAE-684,<3000nM
EPHB4,Pazopanib,>3000nM
PIM2,PLX-4720,>3000nM
ACVR1B,PHA-665752,>3000nM
CAMK2D,Flavopiridol,>3000nM
IGF1R,R406,<3000nM
ADCK3,Imatinib,>3000nM
CDK5,BMS-540215,>3000nM
ABL1(Y253F)-phosphorylated,A-674563,>3000nM
BLK,GSK-690693,>3000nM
PIK3CA(C420R),Nilotinib,>3000nM
SBK1,PP-242,>3000nM
HIPK2,LY-333531,<3000nM
TESK1,JNJ-28312141,>3000nM
YSK4,AT-7519,<3000nM
DAPK2,BMS-387032/SNS-032,>3000nM
DLK,GDC-0941,>3000nM
"EGFR(L747-E749del, A750P)",TG-101348,<3000nM
GAK,CHIR-258/TKI-258,<3000nM
RET,Nilotinib,>3000nM
SgK110,PLX-4720,>3000nM
MKNK1,Dasatinib,>3000nM
DCAMKL2,BMS-387032/SNS-032,>3000nM
MLCK,PHA-665752,<3000nM
FLT3(D835H),AG-013736,<3000nM
FLT1,R406,<3000nM
ERBB4,HKI-272,>3000nM
ULK1,AZD-1152HQPA,>3000nM
TNK1,BIBW-2992,>3000nM
MLCK,BMS-540215,>3000nM
ABL1(F317L)-phosphorylated,BMS-387032/SNS-032,>3000nM
EPHA8,HKI-272,>3000nM
"GCN2(Kin.Dom.2,S808G)",LY-333531,>3000nM
CDK8,A-674563,<3000nM
ABL2,PD-173955,<3000nM
SgK110,KW-2449,<3000nM
ACVR1B,CHIR-265/RAF-265,>3000nM
EPHB4,KW-2449,<3000nM
ZAK,AB-1010,>3000nM
SNARK,SGX-523,>3000nM
LATS1,AB-1010,>3000nM
ASK1,A-674563,>3000nM
FRK,BMS-540215,<3000nM
LOK,INCB18424,<3000nM
WEE2,MLN-518,>3000nM
PIK3CA(H1047Y),PD-173955,>3000nM
EPHA3,BIRB-796,>3000nM
FGFR2,AB-1010,>3000nM
ABL1(T315I)-phosphorylated,JNJ-28312141,<3000nM
BMPR1A,AZD-6244/ARRY-886,>3000nM
LRRK2(G2019S),SB-203580,>3000nM
SIK,AZD-2171,>3000nM
PDPK1,BIRB-796,>3000nM
DAPK1,AG-013736,>3000nM
STK16,MLN-518,>3000nM
MAP3K3,MLN-120B,>3000nM
PRKD3,MLN-518,>3000nM
MYLK,Gefitinib,>3000nM
CIT,INCB18424,>3000nM
TIE1,ABT-869,<3000nM
PIK3CA(H1047L),A-674563,>3000nM
SIK,R406,<3000nM
PRKD3,MLN-8054,>3000nM
TIE1,BMS-540215,<3000nM
PAK3,BIBW-2992,>3000nM
PLK4,Nilotinib,>3000nM
CAMK1G,AZD-2171,>3000nM
PCTK1,PTK-787,>3000nM
"EGFR(L858R,T790M)",R406,<3000nM
CHEK2,PHA-665752,>3000nM
TRKC,BMS-345541,>3000nM
DMPK2,PLX-4720,>3000nM
RIPK1,Gefitinib,>3000nM
CDC2L1,HKI-272,>3000nM
EGFR(T790M),CEP-701,<3000nM
PRKX,Imatinib,>3000nM
LYN,HKI-272,<3000nM
PIK3CA(H1047L),Vandetanib,>3000nM
DLK,GSK-1838705A,>3000nM
PCTK3,PLX-4720,>3000nM
ACVR2A,PTK-787,>3000nM
INSRR,A-674563,>3000nM
ACVR1B,PP-242,<3000nM
PIK3CA,BMS-387032/SNS-032,>3000nM
ERBB2,CI-1033,<3000nM
DDR1,BMS-345541,>3000nM
PKN2,AZD-1152HQPA,>3000nM
PHKG2,BIRB-796,>3000nM
ERK3,AST-487,<3000nM
MYO3B,PHA-665752,>3000nM
STK33,Lapatinib,>3000nM
p38-beta,ABT-869,>3000nM
AKT3,LY-317615,>3000nM
DAPK2,Pazopanib,>3000nM
CDK7,MLN-518,>3000nM
MET,Staurosporine,<3000nM
AXL,LY-317615,>3000nM
RET,AB-1010,>3000nM
KIT(A829P),TG-101348,<3000nM
PKAC-alpha,AZD-1152HQPA,>3000nM
MELK,TAE-684,<3000nM
TRKB,Lapatinib,>3000nM
EPHB4,Lapatinib,>3000nM
TSSK1B,GDC-0879,>3000nM
MEK4,R547,>3000nM
CDC2L5,BMS-387032/SNS-032,>3000nM
EPHA8,AT-7519,>3000nM
SNRK,GSK-1838705A,>3000nM
MEK1,Nilotinib,>3000nM
ERBB3,HKI-272,>3000nM
ERK2,GW-2580,>3000nM
MAP4K5,AT-7519,>3000nM
EPHB1,AC220,>3000nM
CDK4-cyclinD3,AZD-2171,>3000nM
CSNK2A2,Staurosporine,<3000nM
ABL1(F317L)-phosphorylated,GDC-0941,>3000nM
NEK11,Erlotinib,>3000nM
PIM3,R547,>3000nM
WEE1,SGX-523,>3000nM
ROS1,PD-173955,>3000nM
TGFBR2,ABT-869,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),ABT-869,>3000nM
ANKK1,Nilotinib,>3000nM
ABL1(E255K)-phosphorylated,BIRB-796,<3000nM
EPHA4,INCB18424,>3000nM
ICK,AT-7519,>3000nM
SRPK3,CHIR-258/TKI-258,>3000nM
AXL,SGX-523,>3000nM
CSK,Gefitinib,>3000nM
MAK,GDC-0941,>3000nM
DYRK2,GDC-0941,>3000nM
ABL1(Q252H)-phosphorylated,AZD-1152HQPA,<3000nM
BMX,CHIR-258/TKI-258,>3000nM
LRRK2,AST-487,>3000nM
AMPK-alpha1,MLN-120B,>3000nM
EPHB2,Imatinib,>3000nM
EPHB3,Vandetanib,>3000nM
p38-beta,MLN-518,>3000nM
GRK4,PLX-4720,>3000nM
KIT(D816V),SB-203580,>3000nM
JAK2(JH1domain-catalytic),INCB18424,<3000nM
PRKR,MLN-518,>3000nM
MAPKAPK5,R406,>3000nM
KIT,GDC-0941,>3000nM
YES,GDC-0879,>3000nM
DMPK2,GDC-0941,>3000nM
MAP4K2,ABT-869,<3000nM
ASK2,JNJ-28312141,>3000nM
MYLK,BMS-345541,>3000nM
HIPK2,AZD-1152HQPA,>3000nM
OSR1,AZD-2171,>3000nM
FER,AZD-2171,>3000nM
PRKX,Nilotinib,>3000nM
PRP4,AG-013736,>3000nM
CDK7,PTK-787,>3000nM
MST1R,AST-487,<3000nM
CSNK1D,BMS-540215,>3000nM
MKNK1,AT-7519,>3000nM
SBK1,PLX-4720,>3000nM
CAMK2D,KW-2449,<3000nM
EIF2AK1,HKI-272,>3000nM
TNK2,ABT-869,>3000nM
BMPR2,Imatinib,>3000nM
ABL1(E255K)-phosphorylated,TAE-684,<3000nM
PIP5K2B,BI-2536,>3000nM
MEK6,AZD-1152HQPA,>3000nM
PIP5K2C,GDC-0941,>3000nM
STK39,TAE-684,<3000nM
PDGFRA,KW-2449,<3000nM
PAK7,GDC-0879,>3000nM
NEK5,GW-2580,>3000nM
MAP3K3,CHIR-265/RAF-265,>3000nM
CAMK4,SGX-523,>3000nM
FLT3(ITD),MLN-8054,>3000nM
FAK,Dasatinib,<3000nM
PAK6,GSK-690693,>3000nM
MYLK4,BIRB-796,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),BIBW-2992,>3000nM
NLK,ABT-869,<3000nM
NEK1,R547,>3000nM
PRKG2,BMS-345541,>3000nM
MEK2,PHA-665752,<3000nM
CAMKK2,AB-1010,>3000nM
S6K1,BIRB-796,>3000nM
PIK3CA(H1047Y),MLN-8054,>3000nM
SRC,Vandetanib,<3000nM
NEK3,Lapatinib,>3000nM
RET(M918T),HKI-272,>3000nM
JAK1(JH1domain-catalytic),GDC-0941,>3000nM
FER,R406,<3000nM
AMPK-alpha1,GDC-0941,>3000nM
MLK1,AZD-6244/ARRY-886,>3000nM
MAP3K3,SGX-523,>3000nM
ULK3,Ki-20227,>3000nM
MET(M1250T),AZD-1152HQPA,>3000nM
FYN,GSK-690693,>3000nM
MAP3K15,CI-1033,>3000nM
PKAC-beta,CP-690550,>3000nM
CDC2L1,AG-013736,>3000nM
SYK,PD-173955,<3000nM
FLT3(D835Y),SB-203580,>3000nM
PRKCE,PHA-665752,>3000nM
CAMKK1,MLN-8054,>3000nM
MAP3K1,INCB18424,>3000nM
CAMK2B,INCB18424,>3000nM
MEK1,Imatinib,>3000nM
MAST1,GDC-0941,>3000nM
CLK1,PHA-665752,<3000nM
MST1,CEP-701,<3000nM
PKAC-beta,BMS-345541,>3000nM
RSK2(Kin.Dom.1-N-terminal),LY-317615,>3000nM
TESK1,Flavopiridol,>3000nM
GRK4,AG-013736,>3000nM
NEK1,GSK-1838705A,>3000nM
CDK2,GDC-0941,>3000nM
FGFR2,TAE-684,<3000nM
"EGFR(L747-S752del, P753S)",KW-2449,<3000nM
NEK6,PHA-665752,>3000nM
RIPK2,BI-2536,>3000nM
ABL1(H396P)-phosphorylated,CHIR-258/TKI-258,<3000nM
WEE2,A-674563,>3000nM
MRCKB,SGX-523,>3000nM
EPHB6,R406,<3000nM
RIOK2,PKC-412,<3000nM
YANK1,GW-2580,>3000nM
TEC,AB-1010,>3000nM
SIK,TAE-684,<3000nM
EGFR(S752-I759del),Ki-20227,>3000nM
PKMYT1,R406,>3000nM
RET(V804L),Dasatinib,<3000nM
JNK1,AZD-2171,>3000nM
ERBB3,Gefitinib,>3000nM
ERN1,HKI-272,>3000nM
CAMK1D,TAE-684,<3000nM
ACVRL1,BIBW-2992,>3000nM
MAST1,Pazopanib,>3000nM
ABL1(M351T)-phosphorylated,LY-317615,>3000nM
EPHB1,CEP-701,<3000nM
MINK,R547,>3000nM
CLK4,Ki-20227,>3000nM
MKNK1,TAE-684,<3000nM
EGFR(E746-A750del),Erlotinib,<3000nM
PFCDPK1(P.falciparum),MLN-518,>3000nM
AMPK-alpha2,SB-203580,>3000nM
EGFR(T790M),PHA-665752,>3000nM
DCAMKL1,PKC-412,<3000nM
ABL1-nonphosphorylated,AZD-6244/ARRY-886,>3000nM
MARK2,GSK-1838705A,>3000nM
PIP5K2B,LY-317615,>3000nM
GSK3B,Ki-20227,>3000nM
PAK2,JNJ-28312141,>3000nM
PKAC-beta,BMS-387032/SNS-032,>3000nM
RSK3(Kin.Dom.2-C-terminal),Vandetanib,>3000nM
FLT3,GDC-0879,>3000nM
EIF2AK1,AC220,>3000nM
MAP3K3,PTK-787,>3000nM
STK39,Imatinib,>3000nM
CSNK1G1,SGX-523,>3000nM
LZK,CI-1033,>3000nM
PIK4CB,MLN-120B,>3000nM
RIPK4,BMS-345541,>3000nM
PIK3C2B,CHIR-265/RAF-265,>3000nM
PRKG1,LY-317615,>3000nM
RET(M918T),Vandetanib,<3000nM
RIPK1,GSK-690693,>3000nM
ERK2,MLN-518,>3000nM
EGFR(S752-I759del),CP-690550,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),BIBW-2992,>3000nM
RSK1(Kin.Dom.1-N-terminal),INCB18424,<3000nM
EPHA2,AZD-1152HQPA,>3000nM
CAMKK1,AC220,>3000nM
ACVR2A,LY-333531,>3000nM
AAK1,PKC-412,<3000nM
CIT,JNJ-28312141,<3000nM
EGFR,HKI-272,<3000nM
"EGFR(L747-T751del,Sins)",R547,>3000nM
PRKCI,AG-013736,>3000nM
CAMKK1,CP-690550,>3000nM
DYRK1B,Dasatinib,>3000nM
AKT2,GDC-0941,>3000nM
PIK3CA(Q546K),PP-242,<3000nM
EGFR(S752-I759del),LY-333531,>3000nM
MYO3A,AT-7519,>3000nM
HUNK,LY-317615,>3000nM
BIKE,Gefitinib,>3000nM
MST3,TG-101348,>3000nM
MEK4,CHIR-265/RAF-265,>3000nM
AXL,AZD-2171,<3000nM
PYK2,BIBW-2992,>3000nM
FYN,SB-203580,>3000nM
KIT(D816H),CI-1033,>3000nM
DYRK2,LY-333531,>3000nM
p38-beta,GDC-0941,>3000nM
CDC2L5,BMS-540215,>3000nM
ZAK,ABT-869,>3000nM
MELK,MLN-518,>3000nM
SGK3,PKC-412,<3000nM
ABL1(Q252H)-nonphosphorylated,KW-2449,<3000nM
ITK,MLN-518,>3000nM
SLK,CHIR-258/TKI-258,<3000nM
CSNK1D,AG-013736,>3000nM
PHKG2,PLX-4720,>3000nM
FGFR1,SGX-523,>3000nM
RIPK5,AST-487,>3000nM
ABL2,Dasatinib,<3000nM
CDKL1,GDC-0941,>3000nM
MLCK,Ki-20227,>3000nM
SgK110,SGX-523,>3000nM
ABL1(F317I)-nonphosphorylated,R406,<3000nM
HIPK3,PTK-787,>3000nM
PDGFRB,TAE-684,<3000nM
MYO3B,Lapatinib,>3000nM
SgK110,BMS-345541,>3000nM
SIK2,CI-1033,>3000nM
PRKCI,MLN-8054,>3000nM
CDKL5,CHIR-258/TKI-258,>3000nM
PYK2,BMS-540215,>3000nM
TGFBR2,GSK-690693,>3000nM
MKNK2,Vandetanib,<3000nM
PKAC-beta,AZD-6244/ARRY-886,>3000nM
PIK3CA(H1047Y),AG-013736,>3000nM
ULK2,AZD-6244/ARRY-886,>3000nM
p38-alpha,Nilotinib,>3000nM
MARK1,Dasatinib,>3000nM
DMPK2,GW-2580,>3000nM
TEC,LY-333531,>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),Flavopiridol,<3000nM
NEK1,TG-101348,>3000nM
VEGFR2,R547,>3000nM
FLT3,CHIR-258/TKI-258,<3000nM
MET(Y1235D),Nilotinib,>3000nM
CAMK1G,AT-7519,>3000nM
LYN,AST-487,<3000nM
MST1,AST-487,<3000nM
DRAK2,AG-013736,>3000nM
FLT3(N841I),AG-013736,<3000nM
EPHB6,Gefitinib,<3000nM
PAK6,Pazopanib,>3000nM
RSK4(Kin.Dom.2-C-terminal),BIBW-2992,>3000nM
ACVR1B,PKC-412,>3000nM
LKB1,PD-173955,>3000nM
EPHA4,CI-1033,<3000nM
ADCK4,ABT-869,>3000nM
DAPK2,AZD-2171,>3000nM
MAST1,GSK-1838705A,>3000nM
ANKK1,Erlotinib,>3000nM
BLK,AZD-2171,<3000nM
KIT(A829P),MLN-518,<3000nM
NEK9,GW-2580,>3000nM
PAK7,Lapatinib,>3000nM
HIPK3,Crizotinib,>3000nM
PIK3C2B,R406,>3000nM
MAP3K1,AC220,>3000nM
ABL1(H396P)-phosphorylated,SB-203580,>3000nM
ABL1(M351T)-phosphorylated,Ki-20227,<3000nM
FAK,Gefitinib,>3000nM
PFPK5(P.falciparum),AG-013736,>3000nM
NEK6,GSK-1838705A,>3000nM
ACVRL1,AT-7519,>3000nM
EPHA1,SGX-523,>3000nM
MELK,AZD-6244/ARRY-886,>3000nM
PRP4,GDC-0879,>3000nM
p38-beta,AT-7519,>3000nM
SYK,PP-242,<3000nM
ABL1(Q252H)-nonphosphorylated,BI-2536,>3000nM
MEK5,HKI-272,<3000nM
MYLK,AZD-2171,>3000nM
PAK2,PD-173955,>3000nM
MERTK,MLN-120B,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),GSK-1838705A,>3000nM
PIK3CA(C420R),AZD-1152HQPA,>3000nM
CAMK1,AC220,>3000nM
PIK3C2G,BIRB-796,>3000nM
FGFR1,AZD-2171,>3000nM
GRK4,MLN-120B,>3000nM
DAPK1,BMS-540215,>3000nM
CDK11,BIRB-796,>3000nM
SIK2,AC220,>3000nM
CLK2,BI-2536,<3000nM
MERTK,HKI-272,>3000nM
ABL1(Q252H)-phosphorylated,Staurosporine,<3000nM
EIF2AK1,KW-2449,<3000nM
PCTK1,Imatinib,>3000nM
CDKL5,MLN-8054,>3000nM
PIK4CB,AZD-2171,>3000nM
FLT3(ITD),JNJ-28312141,<3000nM
TYK2(JH1domain-catalytic),Lapatinib,>3000nM
LATS1,R406,<3000nM
ABL1(T315I)-nonphosphorylated,GDC-0879,>3000nM
PRKCQ,PLX-4720,>3000nM
PHKG2,HKI-272,>3000nM
NDR1,TAE-684,>3000nM
MEK5,PKC-412,<3000nM
CSNK2A2,SGX-523,>3000nM
RIPK2,PKC-412,<3000nM
PAK7,A-674563,>3000nM
AKT1,PKC-412,<3000nM
TEC,MLN-120B,>3000nM
LATS2,KW-2449,<3000nM
MARK2,Imatinib,>3000nM
RPS6KA5(Kin.Dom.1-N-terminal),SB-203580,>3000nM
TAOK2,AT-7519,>3000nM
EPHB1,Erlotinib,<3000nM
JNK3,GSK-690693,>3000nM
PIP5K1A,BMS-540215,>3000nM
ERK3,Flavopiridol,>3000nM
CDK9,Nilotinib,>3000nM
FER,BMS-387032/SNS-032,>3000nM
AKT1,AZD-1152HQPA,>3000nM
ERK4,AZD-2171,>3000nM
CLK1,PP-242,<3000nM
IKK-epsilon,PHA-665752,>3000nM
ZAK,CI-1033,>3000nM
RPS6KA5(Kin.Dom.1-N-terminal),PTK-787,>3000nM
ULK2,R406,<3000nM
MYO3B,MLN-8054,>3000nM
EPHA6,Vandetanib,<3000nM
PRKCQ,ABT-869,>3000nM
CHEK1,Flavopiridol,>3000nM
TEC,CHIR-265/RAF-265,>3000nM
IRAK3,PLX-4720,>3000nM
BIKE,GDC-0879,>3000nM
MST3,Ki-20227,>3000nM
IKK-epsilon,INCB18424,>3000nM
RET(V804L),Lapatinib,>3000nM
MLK2,MLN-8054,>3000nM
"KIT(V559D,T670I)",TG-101348,<3000nM
GRK7,Erlotinib,>3000nM
EGFR(L858R),R547,>3000nM
NDR1,BIBW-2992,>3000nM
CSNK2A1,BIRB-796,>3000nM
MTOR,BI-2536,>3000nM
LCK,AG-013736,<3000nM
PIK3C2G,A-674563,>3000nM
EGFR(E746-A750del),Nilotinib,>3000nM
SNRK,BMS-387032/SNS-032,>3000nM
PRKCQ,GDC-0879,>3000nM
LKB1,AZD-2171,>3000nM
EPHB3,JNJ-28312141,>3000nM
PIM1,Pazopanib,>3000nM
PAK4,GSK-690693,>3000nM
LKB1,CI-1033,>3000nM
EPHB3,GSK-1838705A,>3000nM
LKB1,BMS-387032/SNS-032,>3000nM
ACVR1,AB-1010,>3000nM
PKMYT1,SB-203580,>3000nM
AKT1,Pazopanib,>3000nM
PIK3CA(E545K),AC220,>3000nM
DCAMKL3,GSK-690693,<3000nM
PIM2,MLN-8054,>3000nM
ERK4,SB-203580,>3000nM
CAMKK1,R406,<3000nM
RIPK5,Vandetanib,>3000nM
PKNB(M.tuberculosis),AC220,>3000nM
EPHA8,Vandetanib,<3000nM
CSNK1D,CI-1033,>3000nM
CDK9,LY-333531,>3000nM
ICK,LY-317615,>3000nM
SRPK2,TG-101348,<3000nM
PIM2,CP-690550,>3000nM
SIK,AZD-1152HQPA,>3000nM
MEK6,CEP-701,<3000nM
LIMK1,GW-2580,>3000nM
EPHB6,Nilotinib,<3000nM
PCTK3,Pazopanib,>3000nM
ALK,Pazopanib,<3000nM
PLK3,A-674563,>3000nM
ROCK2,HKI-272,>3000nM
KIT(L576P),MLN-120B,>3000nM
MST3,Vandetanib,>3000nM
MST2,Dasatinib,<3000nM
CLK4,GDC-0879,>3000nM
FGFR4,GDC-0941,>3000nM
BRSK2,PP-242,>3000nM
NDR1,MLN-120B,>3000nM
IRAK3,BMS-345541,>3000nM
RET(M918T),LY-317615,>3000nM
TLK2,AC220,>3000nM
RET(V804M),MLN-8054,>3000nM
RET,Pazopanib,<3000nM
MUSK,AST-487,<3000nM
ABL1(H396P)-phosphorylated,PTK-787,>3000nM
RIPK5,Crizotinib,>3000nM
PCTK2,AB-1010,>3000nM
CDK3,Pazopanib,>3000nM
EGFR(S752-I759del),AZD-1152HQPA,<3000nM
IRAK3,SB-203580,>3000nM
TNK2,BMS-540215,>3000nM
MEK4,CP-690550,>3000nM
JAK1(JH2domain-pseudokinase),GSK-1838705A,>3000nM
GRK4,INCB18424,>3000nM
ZAP70,ABT-869,>3000nM
ACVR2A,Nilotinib,>3000nM
STK39,AST-487,>3000nM
ABL1(Q252H)-phosphorylated,GSK-690693,>3000nM
FGFR4,R547,>3000nM
CDK3,CI-1033,>3000nM
DDR2,CHIR-258/TKI-258,<3000nM
ACVR2A,JNJ-28312141,<3000nM
PIM2,BI-2536,>3000nM
PIP5K2B,BMS-345541,>3000nM
EGFR(L861Q),AG-013736,>3000nM
MAST1,CEP-701,<3000nM
ABL1(Q252H)-nonphosphorylated,PKC-412,<3000nM
MAK,PTK-787,>3000nM
MAPKAPK5,AZD-1152HQPA,>3000nM
PIK3CA(M1043I),AZD-6244/ARRY-886,>3000nM
TSSK1B,Lapatinib,>3000nM
MAPKAPK2,Staurosporine,<3000nM
RET(V804M),PTK-787,>3000nM
"KIT(V559D,T670I)",TAE-684,<3000nM
IGF1R,GSK-690693,>3000nM
CAMKK1,BIRB-796,>3000nM
SNRK,BMS-345541,>3000nM
FAK,BMS-345541,>3000nM
PAK6,Vandetanib,>3000nM
LRRK2(G2019S),AZD-1152HQPA,>3000nM
RSK1(Kin.Dom.2-C-terminal),GDC-0879,>3000nM
PIK3C2B,CI-1033,>3000nM
DAPK3,AZD-6244/ARRY-886,>3000nM
PRKX,AC220,>3000nM
PIK3C2G,Imatinib,>3000nM
HIPK2,GSK-1838705A,<3000nM
PRP4,Staurosporine,<3000nM
PAK3,INCB18424,>3000nM
ULK2,BI-2536,>3000nM
PAK2,PKC-412,>3000nM
PKAC-beta,KW-2449,<3000nM
TIE1,Erlotinib,<3000nM
ABL1(Q252H)-phosphorylated,Dasatinib,<3000nM
CDK4-cyclinD1,Pazopanib,>3000nM
CDC2L5,INCB18424,>3000nM
LIMK2,AT-7519,>3000nM
CAMK2B,AC220,>3000nM
PIK3CA(E545A),GSK-690693,>3000nM
DAPK1,GDC-0941,>3000nM
YANK2,MLN-518,>3000nM
AKT1,Gefitinib,>3000nM
NEK9,BMS-540215,>3000nM
PAK6,BI-2536,>3000nM
STK35,TAE-684,<3000nM
MKNK2,MLN-518,>3000nM
CLK3,TAE-684,<3000nM
HIPK1,Gefitinib,>3000nM
MLK2,AG-013736,>3000nM
EGFR(T790M),TAE-684,<3000nM
CSNK1A1L,Nilotinib,>3000nM
MAPKAPK5,PP-242,>3000nM
RIOK3,TAE-684,<3000nM
KIT(A829P),BMS-540215,<3000nM
YSK1,GSK-1838705A,>3000nM
ZAP70,AZD-1152HQPA,>3000nM
PIK3C2B,AZD-1152HQPA,>3000nM
FGR,JNJ-28312141,<3000nM
YANK3,AZD-6244/ARRY-886,>3000nM
ABL1(T315I)-phosphorylated,Staurosporine,<3000nM
PIK3CD,Staurosporine,>3000nM
TIE2,PHA-665752,<3000nM
EPHA2,PTK-787,>3000nM
CDKL3,CHIR-258/TKI-258,>3000nM
NEK9,CHIR-265/RAF-265,>3000nM
EGFR(L861Q),GSK-690693,>3000nM
NEK3,Dasatinib,>3000nM
DAPK3,R547,>3000nM
CDK9,LY-317615,>3000nM
PFTK1,Crizotinib,>3000nM
IRAK3,BIBW-2992,>3000nM
MKNK1,Gefitinib,>3000nM
CAMKK2,BMS-345541,>3000nM
PIK3CA(H1047Y),Imatinib,>3000nM
LOK,R406,<3000nM
ERBB2,MLN-120B,>3000nM
PRKD2,Lapatinib,>3000nM
PFTK1,AC220,>3000nM
S6K1,BI-2536,>3000nM
EPHA6,BMS-345541,>3000nM
CAMK1D,BMS-345541,>3000nM
LKB1,LY-317615,>3000nM
MAP4K5,CHIR-265/RAF-265,>3000nM
ICK,Flavopiridol,>3000nM
STK35,Nilotinib,>3000nM
TSSK1B,BMS-387032/SNS-032,>3000nM
DCAMKL3,Lapatinib,>3000nM
IGF1R,ABT-869,>3000nM
CDK7,PHA-665752,<3000nM
PDPK1,MLN-120B,>3000nM
PRKD3,SGX-523,>3000nM
TIE2,Staurosporine,<3000nM
NDR2,Dasatinib,>3000nM
SNRK,CHIR-265/RAF-265,>3000nM
PAK6,Erlotinib,>3000nM
KIT(D816H),AZD-1152HQPA,<3000nM
LZK,TAE-684,<3000nM
EPHA5,R406,<3000nM
AKT1,MLN-120B,>3000nM
CDK9,AZD-2171,>3000nM
IKK-alpha,BIBW-2992,>3000nM
PIM3,INCB18424,>3000nM
EPHB3,Ki-20227,>3000nM
EPHA8,BIBW-2992,>3000nM
MARK1,TG-101348,<3000nM
TGFBR2,MLN-518,>3000nM
DYRK1B,CEP-701,<3000nM
IRAK4,BIBW-2992,>3000nM
ACVR2B,GDC-0879,>3000nM
"EGFR(L747-E749del, A750P)",AT-7519,>3000nM
AKT2,BMS-540215,>3000nM
ERK1,AT-7519,>3000nM
FGFR3,SB-203580,>3000nM
TYRO3,BMS-387032/SNS-032,>3000nM
DAPK2,GDC-0941,>3000nM
CSNK2A1,Ki-20227,>3000nM
STK16,CHIR-258/TKI-258,<3000nM
CDK7,LY-333531,<3000nM
DAPK2,CEP-701,<3000nM
AMPK-alpha2,Pazopanib,>3000nM
SRMS,AZD-1152HQPA,>3000nM
TRKB,CHIR-258/TKI-258,<3000nM
MEK3,Imatinib,>3000nM
FGFR3,PP-242,<3000nM
PIP5K2C,AZD-1152HQPA,>3000nM
FGFR4,PKC-412,<3000nM
TRPM6,CP-690550,>3000nM
DMPK,AG-013736,>3000nM
EPHA6,BIBW-2992,>3000nM
