Kinase,Compound,Predicted_Kd_Category
MARK2,BIBF-1120 (derivative),>300nM
MARK3,BIBF-1120 (derivative),>300nM
MARK4,BIBF-1120 (derivative),>300nM
MAST1,BIBF-1120 (derivative),>300nM
MEK1,BIBF-1120 (derivative),>300nM
MEK2,BIBF-1120 (derivative),>300nM
MEK3,BIBF-1120 (derivative),>300nM
MEK4,BIBF-1120 (derivative),>300nM
MEK5,BIBF-1120 (derivative),<300nM
MEK6,BIBF-1120 (derivative),>300nM
MELK,BIBF-1120 (derivative),>300nM
MERTK,BIBF-1120 (derivative),>300nM
MET,BIBF-1120 (derivative),>300nM
MET(M1250T),BIBF-1120 (derivative),>300nM
MET(Y1235D),BIBF-1120 (derivative),>300nM
MINK,BIBF-1120 (derivative),>300nM
MKK7,BIBF-1120 (derivative),>300nM
MKNK1,BIBF-1120 (derivative),>300nM
MKNK2,BIBF-1120 (derivative),>300nM
MLCK,BIBF-1120 (derivative),>300nM
MLK1,BIBF-1120 (derivative),>300nM
MLK2,BIBF-1120 (derivative),>300nM
MLK3,BIBF-1120 (derivative),>300nM
MRCKA,BIBF-1120 (derivative),>300nM
MRCKB,BIBF-1120 (derivative),>300nM
MST1,BIBF-1120 (derivative),>300nM
MST1R,BIBF-1120 (derivative),>300nM
MST2,BIBF-1120 (derivative),>300nM
MST3,BIBF-1120 (derivative),>300nM
MST4,BIBF-1120 (derivative),>300nM
MTOR,BIBF-1120 (derivative),>300nM
MUSK,BIBF-1120 (derivative),>300nM
MYLK,BIBF-1120 (derivative),>300nM
MYLK2,BIBF-1120 (derivative),>300nM
MYLK4,BIBF-1120 (derivative),>300nM
MYO3A,BIBF-1120 (derivative),>300nM
MYO3B,BIBF-1120 (derivative),>300nM
NDR1,BIBF-1120 (derivative),>300nM
NDR2,BIBF-1120 (derivative),>300nM
NEK1,BIBF-1120 (derivative),>300nM
NEK11,BIBF-1120 (derivative),>300nM
NEK2,BIBF-1120 (derivative),>300nM
NEK3,BIBF-1120 (derivative),>300nM
NEK4,BIBF-1120 (derivative),>300nM
NEK5,BIBF-1120 (derivative),>300nM
NEK6,BIBF-1120 (derivative),>300nM
NEK7,BIBF-1120 (derivative),>300nM
NEK9,BIBF-1120 (derivative),>300nM
NIM1,BIBF-1120 (derivative),>300nM
NLK,BIBF-1120 (derivative),>300nM
OSR1,BIBF-1120 (derivative),>300nM
p38-alpha,BIBF-1120 (derivative),>300nM
p38-beta,BIBF-1120 (derivative),>300nM
p38-delta,BIBF-1120 (derivative),>300nM
p38-gamma,BIBF-1120 (derivative),>300nM
PAK1,BIBF-1120 (derivative),>300nM
PAK2,BIBF-1120 (derivative),>300nM
PAK3,BIBF-1120 (derivative),>300nM
PAK4,BIBF-1120 (derivative),>300nM
PAK6,BIBF-1120 (derivative),>300nM
PAK7,BIBF-1120 (derivative),>300nM
PCTK1,BIBF-1120 (derivative),>300nM
PCTK2,BIBF-1120 (derivative),>300nM
PCTK3,BIBF-1120 (derivative),>300nM
PDGFRA,BIBF-1120 (derivative),<300nM
PDGFRB,BIBF-1120 (derivative),<300nM
PDPK1,BIBF-1120 (derivative),>300nM
PFCDPK1(P.falciparum),BIBF-1120 (derivative),>300nM
PFPK5(P.falciparum),BIBF-1120 (derivative),>300nM
PFTAIRE2,BIBF-1120 (derivative),>300nM
PFTK1,BIBF-1120 (derivative),>300nM
PHKG1,BIBF-1120 (derivative),>300nM
PHKG2,BIBF-1120 (derivative),>300nM
PIK3C2B,BIBF-1120 (derivative),>300nM
PIK3C2G,BIBF-1120 (derivative),>300nM
PIK3CA,BIBF-1120 (derivative),>300nM
PIK3CA(C420R),BIBF-1120 (derivative),>300nM
PIK3CA(E542K),BIBF-1120 (derivative),>300nM
PIK3CA(E545A),BIBF-1120 (derivative),>300nM
PIK3CA(E545K),BIBF-1120 (derivative),>300nM
PIK3CA(H1047L),BIBF-1120 (derivative),>300nM
PIK3CA(H1047Y),BIBF-1120 (derivative),>300nM
PIK3CA(I800L),BIBF-1120 (derivative),>300nM
PIK3CA(M1043I),BIBF-1120 (derivative),>300nM
PIK3CA(Q546K),BIBF-1120 (derivative),>300nM
PIK3CB,BIBF-1120 (derivative),>300nM
PIK3CD,BIBF-1120 (derivative),>300nM
PIK3CG,BIBF-1120 (derivative),>300nM
PIK4CB,BIBF-1120 (derivative),>300nM
PIM1,BIBF-1120 (derivative),>300nM
PIM2,BIBF-1120 (derivative),>300nM
PIM3,BIBF-1120 (derivative),>300nM
PIP5K1A,BIBF-1120 (derivative),>300nM
PIP5K1C,BIBF-1120 (derivative),>300nM
PIP5K2B,BIBF-1120 (derivative),>300nM
PIP5K2C,BIBF-1120 (derivative),>300nM
PKAC-alpha,BIBF-1120 (derivative),>300nM
PKAC-beta,BIBF-1120 (derivative),>300nM
PKMYT1,BIBF-1120 (derivative),>300nM
PKN1,BIBF-1120 (derivative),>300nM
PKN2,BIBF-1120 (derivative),>300nM
PKNB(M.tuberculosis),BIBF-1120 (derivative),>300nM
PLK1,BIBF-1120 (derivative),>300nM
PLK2,BIBF-1120 (derivative),>300nM
PLK3,BIBF-1120 (derivative),>300nM
PLK4,BIBF-1120 (derivative),<300nM
PRKCD,BIBF-1120 (derivative),>300nM
PRKCE,BIBF-1120 (derivative),>300nM
PRKCH,BIBF-1120 (derivative),>300nM
PRKCI,BIBF-1120 (derivative),>300nM
PRKCQ,BIBF-1120 (derivative),>300nM
PRKD1,BIBF-1120 (derivative),>300nM
PRKD2,BIBF-1120 (derivative),>300nM
PRKD3,BIBF-1120 (derivative),>300nM
PRKG1,BIBF-1120 (derivative),>300nM
PRKG2,BIBF-1120 (derivative),>300nM
PRKR,BIBF-1120 (derivative),>300nM
PRKX,BIBF-1120 (derivative),>300nM
PRP4,BIBF-1120 (derivative),>300nM
PYK2,BIBF-1120 (derivative),>300nM
QSK,BIBF-1120 (derivative),>300nM
RAF1,BIBF-1120 (derivative),>300nM
RET,BIBF-1120 (derivative),<300nM
RET(M918T),BIBF-1120 (derivative),>300nM
RET(V804L),BIBF-1120 (derivative),>300nM
RET(V804M),BIBF-1120 (derivative),>300nM
RIOK1,BIBF-1120 (derivative),>300nM
RIOK2,BIBF-1120 (derivative),>300nM
RIOK3,BIBF-1120 (derivative),>300nM
RIPK1,BIBF-1120 (derivative),>300nM
RIPK2,BIBF-1120 (derivative),>300nM
RIPK4,BIBF-1120 (derivative),>300nM
RIPK5,BIBF-1120 (derivative),>300nM
ROCK1,BIBF-1120 (derivative),>300nM
ROCK2,BIBF-1120 (derivative),>300nM
ROS1,BIBF-1120 (derivative),>300nM
RPS6KA4(Kin.Dom.1-N-terminal),BIBF-1120 (derivative),>300nM
RPS6KA4(Kin.Dom.2-C-terminal),BIBF-1120 (derivative),>300nM
RPS6KA5(Kin.Dom.1-N-terminal),BIBF-1120 (derivative),>300nM
RPS6KA5(Kin.Dom.2-C-terminal),BIBF-1120 (derivative),>300nM
RSK1(Kin.Dom.1-N-terminal),BIBF-1120 (derivative),>300nM
RSK1(Kin.Dom.2-C-terminal),BIBF-1120 (derivative),>300nM
RSK2(Kin.Dom.1-N-terminal),BIBF-1120 (derivative),>300nM
RSK3(Kin.Dom.1-N-terminal),BIBF-1120 (derivative),>300nM
RSK3(Kin.Dom.2-C-terminal),BIBF-1120 (derivative),>300nM
RSK4(Kin.Dom.1-N-terminal),BIBF-1120 (derivative),>300nM
RSK4(Kin.Dom.2-C-terminal),BIBF-1120 (derivative),>300nM
S6K1,BIBF-1120 (derivative),>300nM
SBK1,BIBF-1120 (derivative),>300nM
SgK110,BIBF-1120 (derivative),>300nM
SGK3,BIBF-1120 (derivative),>300nM
SIK,BIBF-1120 (derivative),>300nM
SIK2,BIBF-1120 (derivative),>300nM
SLK,BIBF-1120 (derivative),>300nM
SNARK,BIBF-1120 (derivative),>300nM
SNRK,BIBF-1120 (derivative),>300nM
SRC,BIBF-1120 (derivative),>300nM
SRMS,BIBF-1120 (derivative),>300nM
SRPK1,BIBF-1120 (derivative),>300nM
SRPK2,BIBF-1120 (derivative),>300nM
SRPK3,BIBF-1120 (derivative),>300nM
STK16,BIBF-1120 (derivative),>300nM
STK33,BIBF-1120 (derivative),>300nM
STK35,BIBF-1120 (derivative),>300nM
STK36,BIBF-1120 (derivative),>300nM
STK39,BIBF-1120 (derivative),>300nM
SYK,BIBF-1120 (derivative),>300nM
TAK1,BIBF-1120 (derivative),>300nM
TAOK1,BIBF-1120 (derivative),>300nM
TAOK2,BIBF-1120 (derivative),>300nM
TAOK3,BIBF-1120 (derivative),>300nM
TBK1,BIBF-1120 (derivative),>300nM
TEC,BIBF-1120 (derivative),>300nM
TESK1,BIBF-1120 (derivative),>300nM
TGFBR1,BIBF-1120 (derivative),>300nM
TGFBR2,BIBF-1120 (derivative),>300nM
TIE1,BIBF-1120 (derivative),>300nM
TIE2,BIBF-1120 (derivative),>300nM
TLK1,BIBF-1120 (derivative),>300nM
TLK2,BIBF-1120 (derivative),>300nM
TNIK,BIBF-1120 (derivative),>300nM
TNK1,BIBF-1120 (derivative),>300nM
TNK2,BIBF-1120 (derivative),>300nM
TNNI3K,BIBF-1120 (derivative),>300nM
TRKA,BIBF-1120 (derivative),>300nM
TRKB,BIBF-1120 (derivative),>300nM
TRKC,BIBF-1120 (derivative),>300nM
TRPM6,BIBF-1120 (derivative),>300nM
TSSK1B,BIBF-1120 (derivative),>300nM
TTK,BIBF-1120 (derivative),>300nM
TXK,BIBF-1120 (derivative),>300nM
TYK2(JH1domain-catalytic),BIBF-1120 (derivative),>300nM
TYK2(JH2domain-pseudokinase),BIBF-1120 (derivative),>300nM
TYRO3,BIBF-1120 (derivative),>300nM
ULK1,BIBF-1120 (derivative),>300nM
ULK2,BIBF-1120 (derivative),>300nM
ULK3,BIBF-1120 (derivative),>300nM
VEGFR2,BIBF-1120 (derivative),<300nM
VRK2,BIBF-1120 (derivative),>300nM
WEE1,BIBF-1120 (derivative),>300nM
WEE2,BIBF-1120 (derivative),>300nM
YANK1,BIBF-1120 (derivative),>300nM
YANK2,BIBF-1120 (derivative),>300nM
YANK3,BIBF-1120 (derivative),>300nM
YES,BIBF-1120 (derivative),<300nM
YSK1,BIBF-1120 (derivative),>300nM
YSK4,BIBF-1120 (derivative),<300nM
ZAK,BIBF-1120 (derivative),>300nM
ZAP70,BIBF-1120 (derivative),>300nM
AAK1,CI-1040,>300nM
ABL1(E255K)-phosphorylated,CI-1040,<300nM
ABL1(F317I)-nonphosphorylated,CI-1040,>300nM
ABL1(F317I)-phosphorylated,CI-1040,>300nM
ABL1(F317L)-nonphosphorylated,CI-1040,>300nM
ABL1(F317L)-phosphorylated,CI-1040,<300nM
ABL1(H396P)-nonphosphorylated,CI-1040,<300nM
ABL1(H396P)-phosphorylated,CI-1040,<300nM
ABL1(M351T)-phosphorylated,CI-1040,<300nM
ABL1(Q252H)-nonphosphorylated,CI-1040,<300nM
ABL1(Q252H)-phosphorylated,CI-1040,<300nM
ABL1(T315I)-nonphosphorylated,CI-1040,<300nM
ABL1(T315I)-phosphorylated,CI-1040,<300nM
ABL1(Y253F)-phosphorylated,CI-1040,<300nM
ABL1-nonphosphorylated,CI-1040,<300nM
ABL1-phosphorylated,CI-1040,<300nM
ABL2,CI-1040,<300nM
ACVR1,CI-1040,>300nM
ACVR1B,CI-1040,>300nM
ACVR2A,CI-1040,>300nM
ACVR2B,CI-1040,>300nM
ACVRL1,CI-1040,>300nM
ADCK3,CI-1040,>300nM
ADCK4,CI-1040,>300nM
AKT1,CI-1040,>300nM
AKT2,CI-1040,>300nM
AKT3,CI-1040,>300nM
ALK,CI-1040,<300nM
AMPK-alpha1,CI-1040,>300nM
AMPK-alpha2,CI-1040,>300nM
ANKK1,CI-1040,>300nM
ARK5,CI-1040,>300nM
ASK1,CI-1040,>300nM
ASK2,CI-1040,>300nM
AURKA,CI-1040,>300nM
AURKB,CI-1040,<300nM
AURKC,CI-1040,>300nM
AXL,CI-1040,<300nM
BIKE,CI-1040,>300nM
BLK,CI-1040,<300nM
BMPR1A,CI-1040,>300nM
BMPR1B,CI-1040,>300nM
BMPR2,CI-1040,>300nM
BMX,CI-1040,>300nM
BRAF,CI-1040,>300nM
BRAF(V600E),CI-1040,>300nM
BRK,CI-1040,<300nM
BRSK1,CI-1040,>300nM
BRSK2,CI-1040,>300nM
BTK,CI-1040,>300nM
CAMK1,CI-1040,>300nM
CAMK1D,CI-1040,>300nM
CAMK1G,CI-1040,>300nM
CAMK2A,CI-1040,>300nM
CAMK2B,CI-1040,>300nM
CAMK2D,CI-1040,>300nM
CAMK2G,CI-1040,>300nM
CAMK4,CI-1040,>300nM
CAMKK1,CI-1040,>300nM
CAMKK2,CI-1040,>300nM
CASK,CI-1040,>300nM
CDC2L1,CI-1040,>300nM
CDC2L2,CI-1040,>300nM
CDC2L5,CI-1040,>300nM
CDK11,CI-1040,>300nM
CDK2,CI-1040,>300nM
CDK3,CI-1040,>300nM
CDK4-cyclinD1,CI-1040,>300nM
CDK4-cyclinD3,CI-1040,>300nM
CDK5,CI-1040,>300nM
CDK7,CI-1040,>300nM
CDK8,CI-1040,>300nM
CDK9,CI-1040,>300nM
CDKL1,CI-1040,>300nM
CDKL2,CI-1040,>300nM
CDKL3,CI-1040,>300nM
CDKL5,CI-1040,>300nM
CHEK1,CI-1040,>300nM
CHEK2,CI-1040,>300nM
CIT,CI-1040,>300nM
CLK1,CI-1040,>300nM
CLK2,CI-1040,>300nM
CLK3,CI-1040,>300nM
CLK4,CI-1040,>300nM
CSF1R,CI-1040,<300nM
CSK,CI-1040,>300nM
CSNK1A1,CI-1040,>300nM
CSNK1A1L,CI-1040,>300nM
CSNK1D,CI-1040,>300nM
CSNK1E,CI-1040,>300nM
CSNK1G1,CI-1040,>300nM
CSNK1G2,CI-1040,>300nM
CSNK1G3,CI-1040,>300nM
CSNK2A1,CI-1040,>300nM
CSNK2A2,CI-1040,>300nM
CTK,CI-1040,>300nM
DAPK1,CI-1040,>300nM
DAPK2,CI-1040,>300nM
DAPK3,CI-1040,>300nM
DCAMKL1,CI-1040,>300nM
DCAMKL2,CI-1040,>300nM
DCAMKL3,CI-1040,>300nM
DDR1,CI-1040,<300nM
DDR2,CI-1040,<300nM
DLK,CI-1040,>300nM
DMPK,CI-1040,>300nM
DMPK2,CI-1040,>300nM
DRAK1,CI-1040,>300nM
DRAK2,CI-1040,>300nM
DYRK1A,CI-1040,>300nM
DYRK1B,CI-1040,>300nM
DYRK2,CI-1040,>300nM
EGFR,CI-1040,<300nM
EGFR(E746-A750del),CI-1040,<300nM
EGFR(G719C),CI-1040,<300nM
EGFR(G719S),CI-1040,<300nM
"EGFR(L747-E749del, A750P)",CI-1040,<300nM
"EGFR(L747-S752del, P753S)",CI-1040,<300nM
"EGFR(L747-T751del,Sins)",CI-1040,<300nM
EGFR(L858R),CI-1040,<300nM
"EGFR(L858R,T790M)",CI-1040,<300nM
EGFR(L861Q),CI-1040,<300nM
EGFR(S752-I759del),CI-1040,>300nM
EGFR(T790M),CI-1040,<300nM
EIF2AK1,CI-1040,>300nM
EPHA1,CI-1040,>300nM
EPHA2,CI-1040,>300nM
EPHA3,CI-1040,>300nM
EPHA4,CI-1040,>300nM
EPHA5,CI-1040,>300nM
EPHA6,CI-1040,<300nM
EPHA7,CI-1040,>300nM
EPHA8,CI-1040,>300nM
EPHB1,CI-1040,>300nM
EPHB2,CI-1040,>300nM
EPHB3,CI-1040,>300nM
EPHB4,CI-1040,>300nM
EPHB6,CI-1040,<300nM
ERBB2,CI-1040,>300nM
ERBB3,CI-1040,>300nM
ERBB4,CI-1040,<300nM
ERK1,CI-1040,>300nM
ERK2,CI-1040,>300nM
ERK3,CI-1040,>300nM
ERK4,CI-1040,>300nM
ERK5,CI-1040,>300nM
ERK8,CI-1040,>300nM
ERN1,CI-1040,>300nM
FAK,CI-1040,>300nM
FER,CI-1040,>300nM
FES,CI-1040,>300nM
FGFR1,CI-1040,>300nM
FGFR2,CI-1040,>300nM
FGFR3,CI-1040,>300nM
FGFR3(G697C),CI-1040,>300nM
FGFR4,CI-1040,>300nM
FGR,CI-1040,<300nM
FLT1,CI-1040,<300nM
FLT3,CI-1040,>300nM
FLT3(D835H),CI-1040,>300nM
FLT3(D835Y),CI-1040,>300nM
FLT3(ITD),CI-1040,<300nM
FLT3(K663Q),CI-1040,<300nM
FLT3(N841I),CI-1040,<300nM
FLT3(R834Q),CI-1040,>300nM
FLT4,CI-1040,>300nM
FRK,CI-1040,>300nM
FYN,CI-1040,<300nM
GAK,CI-1040,<300nM
"GCN2(Kin.Dom.2,S808G)",CI-1040,>300nM
GRK1,CI-1040,>300nM
GRK4,CI-1040,>300nM
GRK7,CI-1040,>300nM
GSK3A,CI-1040,>300nM
GSK3B,CI-1040,>300nM
HCK,CI-1040,>300nM
HIPK1,CI-1040,>300nM
HIPK2,CI-1040,>300nM
HIPK3,CI-1040,>300nM
HIPK4,CI-1040,>300nM
HPK1,CI-1040,<300nM
HUNK,CI-1040,>300nM
ICK,CI-1040,>300nM
IGF1R,CI-1040,>300nM
IKK-alpha,CI-1040,>300nM
IKK-beta,CI-1040,>300nM
IKK-epsilon,CI-1040,>300nM
INSR,CI-1040,>300nM
INSRR,CI-1040,>300nM
IRAK1,CI-1040,<300nM
IRAK3,CI-1040,>300nM
IRAK4,CI-1040,>300nM
ITK,CI-1040,>300nM
JAK1(JH1domain-catalytic),CI-1040,>300nM
JAK1(JH2domain-pseudokinase),CI-1040,>300nM
JAK2(JH1domain-catalytic),CI-1040,<300nM
JAK3(JH1domain-catalytic),CI-1040,<300nM
JNK1,CI-1040,>300nM
JNK2,CI-1040,>300nM
JNK3,CI-1040,>300nM
KIT,CI-1040,<300nM
KIT(A829P),CI-1040,<300nM
KIT(D816H),CI-1040,>300nM
KIT(D816V),CI-1040,<300nM
KIT(L576P),CI-1040,<300nM
KIT(V559D),CI-1040,<300nM
"KIT(V559D,T670I)",CI-1040,<300nM
"KIT(V559D,V654A)",CI-1040,<300nM
LATS1,CI-1040,>300nM
LATS2,CI-1040,>300nM
LCK,CI-1040,<300nM
LIMK1,CI-1040,>300nM
LIMK2,CI-1040,>300nM
LKB1,CI-1040,>300nM
LOK,CI-1040,<300nM
LRRK2,CI-1040,>300nM
LRRK2(G2019S),CI-1040,>300nM
LTK,CI-1040,>300nM
LYN,CI-1040,<300nM
LZK,CI-1040,>300nM
MAK,CI-1040,>300nM
MAP3K1,CI-1040,>300nM
MAP3K15,CI-1040,>300nM
MAP3K2,CI-1040,<300nM
MAP3K3,CI-1040,>300nM
MAP3K4,CI-1040,>300nM
MAP4K2,CI-1040,<300nM
MAP4K3,CI-1040,<300nM
MAP4K4,CI-1040,>300nM
MAP4K5,CI-1040,<300nM
MAPKAPK2,CI-1040,>300nM
MAPKAPK5,CI-1040,>300nM
MARK1,CI-1040,>300nM
MARK2,CI-1040,>300nM
MARK3,CI-1040,>300nM
MARK4,CI-1040,>300nM
MAST1,CI-1040,>300nM
MEK1,CI-1040,>300nM
MEK2,CI-1040,>300nM
MEK3,CI-1040,>300nM
MEK4,CI-1040,>300nM
MEK5,CI-1040,<300nM
MEK6,CI-1040,>300nM
MELK,CI-1040,>300nM
MERTK,CI-1040,>300nM
MET,CI-1040,>300nM
MET(M1250T),CI-1040,>300nM
MET(Y1235D),CI-1040,>300nM
MINK,CI-1040,>300nM
MKK7,CI-1040,>300nM
MKNK1,CI-1040,>300nM
MKNK2,CI-1040,>300nM
MLCK,CI-1040,>300nM
MLK1,CI-1040,>300nM
MLK2,CI-1040,>300nM
MLK3,CI-1040,>300nM
MRCKA,CI-1040,>300nM
MRCKB,CI-1040,>300nM
MST1,CI-1040,>300nM
MST1R,CI-1040,>300nM
MST2,CI-1040,>300nM
MST3,CI-1040,>300nM
MST4,CI-1040,>300nM
MTOR,CI-1040,>300nM
MUSK,CI-1040,>300nM
MYLK,CI-1040,>300nM
MYLK2,CI-1040,>300nM
MYLK4,CI-1040,>300nM
MYO3A,CI-1040,>300nM
MYO3B,CI-1040,>300nM
NDR1,CI-1040,>300nM
NDR2,CI-1040,>300nM
NEK1,CI-1040,>300nM
NEK11,CI-1040,>300nM
NEK2,CI-1040,>300nM
NEK3,CI-1040,>300nM
NEK4,CI-1040,>300nM
NEK5,CI-1040,>300nM
NEK6,CI-1040,>300nM
NEK7,CI-1040,>300nM
NEK9,CI-1040,>300nM
NIM1,CI-1040,>300nM
NLK,CI-1040,>300nM
OSR1,CI-1040,>300nM
p38-alpha,CI-1040,>300nM
p38-beta,CI-1040,>300nM
p38-delta,CI-1040,>300nM
p38-gamma,CI-1040,>300nM
PAK1,CI-1040,>300nM
PAK2,CI-1040,>300nM
PAK3,CI-1040,>300nM
PAK4,CI-1040,>300nM
PAK6,CI-1040,>300nM
PAK7,CI-1040,>300nM
PCTK1,CI-1040,>300nM
PCTK2,CI-1040,>300nM
PCTK3,CI-1040,>300nM
PDGFRA,CI-1040,<300nM
PDGFRB,CI-1040,<300nM
PDPK1,CI-1040,>300nM
PFCDPK1(P.falciparum),CI-1040,>300nM
PFPK5(P.falciparum),CI-1040,>300nM
PFTAIRE2,CI-1040,>300nM
PFTK1,CI-1040,>300nM
PHKG1,CI-1040,>300nM
PHKG2,CI-1040,>300nM
PIK3C2B,CI-1040,>300nM
PIK3C2G,CI-1040,>300nM
PIK3CA,CI-1040,>300nM
PIK3CA(C420R),CI-1040,>300nM
PIK3CA(E542K),CI-1040,>300nM
PIK3CA(E545A),CI-1040,>300nM
PIK3CA(E545K),CI-1040,>300nM
PIK3CA(H1047L),CI-1040,>300nM
PIK3CA(H1047Y),CI-1040,>300nM
PIK3CA(I800L),CI-1040,>300nM
PIK3CA(M1043I),CI-1040,>300nM
PIK3CA(Q546K),CI-1040,>300nM
PIK3CB,CI-1040,>300nM
PIK3CD,CI-1040,>300nM
PIK3CG,CI-1040,>300nM
PIK4CB,CI-1040,>300nM
PIM1,CI-1040,>300nM
PIM2,CI-1040,>300nM
PIM3,CI-1040,>300nM
PIP5K1A,CI-1040,>300nM
PIP5K1C,CI-1040,>300nM
PIP5K2B,CI-1040,>300nM
PIP5K2C,CI-1040,>300nM
PKAC-alpha,CI-1040,>300nM
PKAC-beta,CI-1040,>300nM
PKMYT1,CI-1040,>300nM
PKN1,CI-1040,>300nM
PKN2,CI-1040,>300nM
PKNB(M.tuberculosis),CI-1040,>300nM
PLK1,CI-1040,>300nM
PLK2,CI-1040,>300nM
PLK3,CI-1040,>300nM
PLK4,CI-1040,<300nM
PRKCD,CI-1040,>300nM
PRKCE,CI-1040,>300nM
PRKCH,CI-1040,>300nM
PRKCI,CI-1040,>300nM
PRKCQ,CI-1040,>300nM
PRKD1,CI-1040,>300nM
PRKD2,CI-1040,>300nM
PRKD3,CI-1040,>300nM
PRKG1,CI-1040,>300nM
PRKG2,CI-1040,>300nM
PRKR,CI-1040,>300nM
PRKX,CI-1040,>300nM
PRP4,CI-1040,>300nM
PYK2,CI-1040,>300nM
QSK,CI-1040,>300nM
RAF1,CI-1040,>300nM
RET,CI-1040,<300nM
RET(M918T),CI-1040,<300nM
RET(V804L),CI-1040,<300nM
RET(V804M),CI-1040,<300nM
RIOK1,CI-1040,>300nM
RIOK2,CI-1040,>300nM
RIOK3,CI-1040,>300nM
RIPK1,CI-1040,>300nM
RIPK2,CI-1040,<300nM
RIPK4,CI-1040,>300nM
RIPK5,CI-1040,>300nM
ROCK1,CI-1040,>300nM
ROCK2,CI-1040,>300nM
ROS1,CI-1040,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),CI-1040,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),CI-1040,>300nM
RPS6KA5(Kin.Dom.1-N-terminal),CI-1040,>300nM
RPS6KA5(Kin.Dom.2-C-terminal),CI-1040,>300nM
RSK1(Kin.Dom.1-N-terminal),CI-1040,>300nM
RSK1(Kin.Dom.2-C-terminal),CI-1040,>300nM
RSK2(Kin.Dom.1-N-terminal),CI-1040,>300nM
RSK3(Kin.Dom.1-N-terminal),CI-1040,>300nM
RSK3(Kin.Dom.2-C-terminal),CI-1040,>300nM
RSK4(Kin.Dom.1-N-terminal),CI-1040,>300nM
RSK4(Kin.Dom.2-C-terminal),CI-1040,>300nM
S6K1,CI-1040,>300nM
SBK1,CI-1040,>300nM
SgK110,CI-1040,>300nM
SGK3,CI-1040,>300nM
SIK,CI-1040,>300nM
SIK2,CI-1040,>300nM
SLK,CI-1040,<300nM
SNARK,CI-1040,<300nM
SNRK,CI-1040,>300nM
SRC,CI-1040,<300nM
SRMS,CI-1040,>300nM
SRPK1,CI-1040,>300nM
SRPK2,CI-1040,>300nM
SRPK3,CI-1040,>300nM
STK16,CI-1040,>300nM
STK33,CI-1040,>300nM
STK35,CI-1040,>300nM
STK36,CI-1040,>300nM
STK39,CI-1040,>300nM
SYK,CI-1040,>300nM
TAK1,CI-1040,>300nM
TAOK1,CI-1040,>300nM
TAOK2,CI-1040,>300nM
TAOK3,CI-1040,<300nM
TBK1,CI-1040,>300nM
TEC,CI-1040,>300nM
TESK1,CI-1040,>300nM
TGFBR1,CI-1040,>300nM
TGFBR2,CI-1040,>300nM
TIE1,CI-1040,<300nM
TIE2,CI-1040,>300nM
TLK1,CI-1040,>300nM
TLK2,CI-1040,>300nM
TNIK,CI-1040,>300nM
TNK1,CI-1040,>300nM
TNK2,CI-1040,>300nM
TNNI3K,CI-1040,>300nM
TRKA,CI-1040,>300nM
TRKB,CI-1040,>300nM
TRKC,CI-1040,>300nM
TRPM6,CI-1040,>300nM
TSSK1B,CI-1040,>300nM
TTK,CI-1040,>300nM
TXK,CI-1040,>300nM
TYK2(JH1domain-catalytic),CI-1040,<300nM
TYK2(JH2domain-pseudokinase),CI-1040,>300nM
TYRO3,CI-1040,>300nM
ULK1,CI-1040,>300nM
ULK2,CI-1040,>300nM
ULK3,CI-1040,>300nM
VEGFR2,CI-1040,<300nM
VRK2,CI-1040,>300nM
WEE1,CI-1040,>300nM
WEE2,CI-1040,>300nM
YANK1,CI-1040,>300nM
YANK2,CI-1040,>300nM
YANK3,CI-1040,>300nM
YES,CI-1040,<300nM
YSK1,CI-1040,>300nM
YSK4,CI-1040,<300nM
ZAK,CI-1040,>300nM
ZAP70,CI-1040,>300nM
AAK1,GSK-461364A,>300nM
ABL1(E255K)-phosphorylated,GSK-461364A,<300nM
ABL1(F317I)-nonphosphorylated,GSK-461364A,<300nM
ABL1(F317I)-phosphorylated,GSK-461364A,<300nM
ABL1(F317L)-nonphosphorylated,GSK-461364A,<300nM
ABL1(F317L)-phosphorylated,GSK-461364A,<300nM
ABL1(H396P)-nonphosphorylated,GSK-461364A,<300nM
ABL1(H396P)-phosphorylated,GSK-461364A,<300nM
ABL1(M351T)-phosphorylated,GSK-461364A,<300nM
ABL1(Q252H)-nonphosphorylated,GSK-461364A,<300nM
ABL1(Q252H)-phosphorylated,GSK-461364A,<300nM
ABL1(T315I)-nonphosphorylated,GSK-461364A,<300nM
ABL1(T315I)-phosphorylated,GSK-461364A,<300nM
ABL1(Y253F)-phosphorylated,GSK-461364A,<300nM
ABL1-nonphosphorylated,GSK-461364A,<300nM
ABL1-phosphorylated,GSK-461364A,<300nM
ABL2,GSK-461364A,<300nM
ACVR1,GSK-461364A,>300nM
ACVR1B,GSK-461364A,>300nM
ACVR2A,GSK-461364A,>300nM
ACVR2B,GSK-461364A,>300nM
ACVRL1,GSK-461364A,>300nM
ADCK3,GSK-461364A,>300nM
ADCK4,GSK-461364A,>300nM
AKT1,GSK-461364A,>300nM
AKT2,GSK-461364A,>300nM
AKT3,GSK-461364A,>300nM
ALK,GSK-461364A,>300nM
AMPK-alpha1,GSK-461364A,>300nM
AMPK-alpha2,GSK-461364A,>300nM
