Kinase,Compound,Predicted_Kd_Category
"KIT(V559D,T670I)",BIBF-1120 (derivative),<3000nM
"KIT(V559D,V654A)",BIBF-1120 (derivative),<3000nM
LATS1,BIBF-1120 (derivative),>3000nM
LATS2,BIBF-1120 (derivative),>3000nM
LCK,BIBF-1120 (derivative),<3000nM
LIMK1,BIBF-1120 (derivative),>3000nM
LIMK2,BIBF-1120 (derivative),>3000nM
LKB1,BIBF-1120 (derivative),>3000nM
LOK,BIBF-1120 (derivative),<3000nM
LRRK2,BIBF-1120 (derivative),<3000nM
LRRK2(G2019S),BIBF-1120 (derivative),<3000nM
LTK,BIBF-1120 (derivative),>3000nM
LYN,BIBF-1120 (derivative),<3000nM
LZK,BIBF-1120 (derivative),>3000nM
MAK,BIBF-1120 (derivative),>3000nM
MAP3K1,BIBF-1120 (derivative),>3000nM
MAP3K15,BIBF-1120 (derivative),>3000nM
MAP3K2,BIBF-1120 (derivative),>3000nM
MAP3K3,BIBF-1120 (derivative),>3000nM
MAP3K4,BIBF-1120 (derivative),>3000nM
MAP4K2,BIBF-1120 (derivative),<3000nM
MAP4K3,BIBF-1120 (derivative),<3000nM
MAP4K4,BIBF-1120 (derivative),<3000nM
MAP4K5,BIBF-1120 (derivative),>3000nM
MAPKAPK2,BIBF-1120 (derivative),>3000nM
MAPKAPK5,BIBF-1120 (derivative),>3000nM
MARK1,BIBF-1120 (derivative),>3000nM
MARK2,BIBF-1120 (derivative),>3000nM
MARK3,BIBF-1120 (derivative),>3000nM
MARK4,BIBF-1120 (derivative),>3000nM
MAST1,BIBF-1120 (derivative),>3000nM
MEK1,BIBF-1120 (derivative),>3000nM
MEK2,BIBF-1120 (derivative),>3000nM
MEK3,BIBF-1120 (derivative),>3000nM
MEK4,BIBF-1120 (derivative),>3000nM
MEK5,BIBF-1120 (derivative),<3000nM
MEK6,BIBF-1120 (derivative),>3000nM
MELK,BIBF-1120 (derivative),>3000nM
MERTK,BIBF-1120 (derivative),<3000nM
MET,BIBF-1120 (derivative),<3000nM
MET(M1250T),BIBF-1120 (derivative),>3000nM
MET(Y1235D),BIBF-1120 (derivative),>3000nM
MINK,BIBF-1120 (derivative),<3000nM
MKK7,BIBF-1120 (derivative),>3000nM
MKNK1,BIBF-1120 (derivative),>3000nM
MKNK2,BIBF-1120 (derivative),>3000nM
MLCK,BIBF-1120 (derivative),>3000nM
MLK1,BIBF-1120 (derivative),>3000nM
MLK2,BIBF-1120 (derivative),>3000nM
MLK3,BIBF-1120 (derivative),>3000nM
MRCKA,BIBF-1120 (derivative),>3000nM
MRCKB,BIBF-1120 (derivative),>3000nM
MST1,BIBF-1120 (derivative),>3000nM
MST1R,BIBF-1120 (derivative),>3000nM
MST2,BIBF-1120 (derivative),<3000nM
MST3,BIBF-1120 (derivative),>3000nM
MST4,BIBF-1120 (derivative),>3000nM
MTOR,BIBF-1120 (derivative),>3000nM
MUSK,BIBF-1120 (derivative),>3000nM
MYLK,BIBF-1120 (derivative),>3000nM
MYLK2,BIBF-1120 (derivative),>3000nM
MYLK4,BIBF-1120 (derivative),>3000nM
MYO3A,BIBF-1120 (derivative),>3000nM
MYO3B,BIBF-1120 (derivative),>3000nM
NDR1,BIBF-1120 (derivative),>3000nM
NDR2,BIBF-1120 (derivative),>3000nM
NEK1,BIBF-1120 (derivative),>3000nM
NEK11,BIBF-1120 (derivative),>3000nM
NEK2,BIBF-1120 (derivative),>3000nM
NEK3,BIBF-1120 (derivative),>3000nM
NEK4,BIBF-1120 (derivative),>3000nM
NEK5,BIBF-1120 (derivative),>3000nM
NEK6,BIBF-1120 (derivative),>3000nM
NEK7,BIBF-1120 (derivative),>3000nM
NEK9,BIBF-1120 (derivative),>3000nM
NIM1,BIBF-1120 (derivative),>3000nM
NLK,BIBF-1120 (derivative),>3000nM
OSR1,BIBF-1120 (derivative),>3000nM
p38-alpha,BIBF-1120 (derivative),>3000nM
p38-beta,BIBF-1120 (derivative),>3000nM
p38-delta,BIBF-1120 (derivative),>3000nM
p38-gamma,BIBF-1120 (derivative),>3000nM
PAK1,BIBF-1120 (derivative),>3000nM
PAK2,BIBF-1120 (derivative),>3000nM
PAK3,BIBF-1120 (derivative),>3000nM
PAK4,BIBF-1120 (derivative),>3000nM
PAK6,BIBF-1120 (derivative),>3000nM
PAK7,BIBF-1120 (derivative),>3000nM
PCTK1,BIBF-1120 (derivative),<3000nM
PCTK2,BIBF-1120 (derivative),>3000nM
PCTK3,BIBF-1120 (derivative),>3000nM
PDGFRA,BIBF-1120 (derivative),<3000nM
PDGFRB,BIBF-1120 (derivative),<3000nM
PDPK1,BIBF-1120 (derivative),>3000nM
PFCDPK1(P.falciparum),BIBF-1120 (derivative),>3000nM
PFPK5(P.falciparum),BIBF-1120 (derivative),>3000nM
PFTAIRE2,BIBF-1120 (derivative),>3000nM
PFTK1,BIBF-1120 (derivative),>3000nM
PHKG1,BIBF-1120 (derivative),>3000nM
PHKG2,BIBF-1120 (derivative),<3000nM
PIK3C2B,BIBF-1120 (derivative),>3000nM
PIK3C2G,BIBF-1120 (derivative),>3000nM
PIK3CA,BIBF-1120 (derivative),>3000nM
PIK3CA(C420R),BIBF-1120 (derivative),>3000nM
PIK3CA(E542K),BIBF-1120 (derivative),>3000nM
PIK3CA(E545A),BIBF-1120 (derivative),>3000nM
PIK3CA(E545K),BIBF-1120 (derivative),>3000nM
PIK3CA(H1047L),BIBF-1120 (derivative),>3000nM
PIK3CA(H1047Y),BIBF-1120 (derivative),>3000nM
PIK3CA(I800L),BIBF-1120 (derivative),>3000nM
PIK3CA(M1043I),BIBF-1120 (derivative),>3000nM
PIK3CA(Q546K),BIBF-1120 (derivative),>3000nM
PIK3CB,BIBF-1120 (derivative),>3000nM
PIK3CD,BIBF-1120 (derivative),>3000nM
PIK3CG,BIBF-1120 (derivative),>3000nM
PIK4CB,BIBF-1120 (derivative),>3000nM
PIM1,BIBF-1120 (derivative),>3000nM
PIM2,BIBF-1120 (derivative),>3000nM
PIM3,BIBF-1120 (derivative),>3000nM
PIP5K1A,BIBF-1120 (derivative),>3000nM
PIP5K1C,BIBF-1120 (derivative),>3000nM
PIP5K2B,BIBF-1120 (derivative),>3000nM
PIP5K2C,BIBF-1120 (derivative),>3000nM
PKAC-alpha,BIBF-1120 (derivative),>3000nM
PKAC-beta,BIBF-1120 (derivative),>3000nM
PKMYT1,BIBF-1120 (derivative),>3000nM
PKN1,BIBF-1120 (derivative),>3000nM
PKN2,BIBF-1120 (derivative),>3000nM
PKNB(M.tuberculosis),BIBF-1120 (derivative),>3000nM
PLK1,BIBF-1120 (derivative),>3000nM
PLK2,BIBF-1120 (derivative),>3000nM
PLK3,BIBF-1120 (derivative),>3000nM
PLK4,BIBF-1120 (derivative),<3000nM
PRKCD,BIBF-1120 (derivative),>3000nM
PRKCE,BIBF-1120 (derivative),>3000nM
PRKCH,BIBF-1120 (derivative),>3000nM
PRKCI,BIBF-1120 (derivative),>3000nM
PRKCQ,BIBF-1120 (derivative),>3000nM
PRKD1,BIBF-1120 (derivative),>3000nM
PRKD2,BIBF-1120 (derivative),>3000nM
PRKD3,BIBF-1120 (derivative),>3000nM
PRKG1,BIBF-1120 (derivative),>3000nM
PRKG2,BIBF-1120 (derivative),>3000nM
PRKR,BIBF-1120 (derivative),>3000nM
PRKX,BIBF-1120 (derivative),>3000nM
PRP4,BIBF-1120 (derivative),>3000nM
PYK2,BIBF-1120 (derivative),>3000nM
QSK,BIBF-1120 (derivative),>3000nM
RAF1,BIBF-1120 (derivative),>3000nM
RET,BIBF-1120 (derivative),<3000nM
RET(M918T),BIBF-1120 (derivative),<3000nM
RET(V804L),BIBF-1120 (derivative),>3000nM
RET(V804M),BIBF-1120 (derivative),>3000nM
RIOK1,BIBF-1120 (derivative),>3000nM
RIOK2,BIBF-1120 (derivative),>3000nM
RIOK3,BIBF-1120 (derivative),>3000nM
RIPK1,BIBF-1120 (derivative),>3000nM
RIPK2,BIBF-1120 (derivative),<3000nM
RIPK4,BIBF-1120 (derivative),>3000nM
RIPK5,BIBF-1120 (derivative),>3000nM
ROCK1,BIBF-1120 (derivative),>3000nM
ROCK2,BIBF-1120 (derivative),>3000nM
ROS1,BIBF-1120 (derivative),>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),BIBF-1120 (derivative),>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),BIBF-1120 (derivative),>3000nM
RPS6KA5(Kin.Dom.1-N-terminal),BIBF-1120 (derivative),>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),BIBF-1120 (derivative),>3000nM
RSK1(Kin.Dom.1-N-terminal),BIBF-1120 (derivative),>3000nM
RSK1(Kin.Dom.2-C-terminal),BIBF-1120 (derivative),>3000nM
RSK2(Kin.Dom.1-N-terminal),BIBF-1120 (derivative),>3000nM
RSK3(Kin.Dom.1-N-terminal),BIBF-1120 (derivative),>3000nM
RSK3(Kin.Dom.2-C-terminal),BIBF-1120 (derivative),>3000nM
RSK4(Kin.Dom.1-N-terminal),BIBF-1120 (derivative),>3000nM
RSK4(Kin.Dom.2-C-terminal),BIBF-1120 (derivative),>3000nM
S6K1,BIBF-1120 (derivative),>3000nM
SBK1,BIBF-1120 (derivative),>3000nM
SgK110,BIBF-1120 (derivative),>3000nM
SGK3,BIBF-1120 (derivative),>3000nM
SIK,BIBF-1120 (derivative),>3000nM
SIK2,BIBF-1120 (derivative),>3000nM
SLK,BIBF-1120 (derivative),<3000nM
SNARK,BIBF-1120 (derivative),>3000nM
SNRK,BIBF-1120 (derivative),>3000nM
SRC,BIBF-1120 (derivative),<3000nM
SRMS,BIBF-1120 (derivative),>3000nM
SRPK1,BIBF-1120 (derivative),>3000nM
SRPK2,BIBF-1120 (derivative),>3000nM
SRPK3,BIBF-1120 (derivative),>3000nM
STK16,BIBF-1120 (derivative),>3000nM
STK33,BIBF-1120 (derivative),>3000nM
STK35,BIBF-1120 (derivative),>3000nM
STK36,BIBF-1120 (derivative),>3000nM
STK39,BIBF-1120 (derivative),>3000nM
SYK,BIBF-1120 (derivative),>3000nM
TAK1,BIBF-1120 (derivative),>3000nM
TAOK1,BIBF-1120 (derivative),<3000nM
TAOK2,BIBF-1120 (derivative),<3000nM
TAOK3,BIBF-1120 (derivative),<3000nM
TBK1,BIBF-1120 (derivative),>3000nM
TEC,BIBF-1120 (derivative),>3000nM
TESK1,BIBF-1120 (derivative),>3000nM
TGFBR1,BIBF-1120 (derivative),>3000nM
TGFBR2,BIBF-1120 (derivative),>3000nM
TIE1,BIBF-1120 (derivative),<3000nM
TIE2,BIBF-1120 (derivative),<3000nM
TLK1,BIBF-1120 (derivative),>3000nM
TLK2,BIBF-1120 (derivative),>3000nM
TNIK,BIBF-1120 (derivative),<3000nM
TNK1,BIBF-1120 (derivative),>3000nM
TNK2,BIBF-1120 (derivative),>3000nM
TNNI3K,BIBF-1120 (derivative),>3000nM
TRKA,BIBF-1120 (derivative),>3000nM
TRKB,BIBF-1120 (derivative),<3000nM
TRKC,BIBF-1120 (derivative),>3000nM
TRPM6,BIBF-1120 (derivative),>3000nM
TSSK1B,BIBF-1120 (derivative),>3000nM
TTK,BIBF-1120 (derivative),>3000nM
TXK,BIBF-1120 (derivative),>3000nM
TYK2(JH1domain-catalytic),BIBF-1120 (derivative),<3000nM
TYK2(JH2domain-pseudokinase),BIBF-1120 (derivative),<3000nM
TYRO3,BIBF-1120 (derivative),>3000nM
ULK1,BIBF-1120 (derivative),>3000nM
ULK2,BIBF-1120 (derivative),>3000nM
ULK3,BIBF-1120 (derivative),>3000nM
VEGFR2,BIBF-1120 (derivative),<3000nM
VRK2,BIBF-1120 (derivative),>3000nM
WEE1,BIBF-1120 (derivative),>3000nM
WEE2,BIBF-1120 (derivative),>3000nM
YANK1,BIBF-1120 (derivative),>3000nM
YANK2,BIBF-1120 (derivative),>3000nM
YANK3,BIBF-1120 (derivative),>3000nM
YES,BIBF-1120 (derivative),<3000nM
YSK1,BIBF-1120 (derivative),>3000nM
YSK4,BIBF-1120 (derivative),<3000nM
ZAK,BIBF-1120 (derivative),>3000nM
ZAP70,BIBF-1120 (derivative),>3000nM
AAK1,CI-1040,>3000nM
ABL1(E255K)-phosphorylated,CI-1040,<3000nM
ABL1(F317I)-nonphosphorylated,CI-1040,>3000nM
ABL1(F317I)-phosphorylated,CI-1040,>3000nM
ABL1(F317L)-nonphosphorylated,CI-1040,<3000nM
ABL1(F317L)-phosphorylated,CI-1040,<3000nM
ABL1(H396P)-nonphosphorylated,CI-1040,<3000nM
ABL1(H396P)-phosphorylated,CI-1040,<3000nM
ABL1(M351T)-phosphorylated,CI-1040,<3000nM
ABL1(Q252H)-nonphosphorylated,CI-1040,<3000nM
ABL1(Q252H)-phosphorylated,CI-1040,<3000nM
ABL1(T315I)-nonphosphorylated,CI-1040,<3000nM
ABL1(T315I)-phosphorylated,CI-1040,<3000nM
ABL1(Y253F)-phosphorylated,CI-1040,<3000nM
ABL1-nonphosphorylated,CI-1040,<3000nM
ABL1-phosphorylated,CI-1040,<3000nM
ABL2,CI-1040,<3000nM
ACVR1,CI-1040,>3000nM
ACVR1B,CI-1040,>3000nM
ACVR2A,CI-1040,>3000nM
ACVR2B,CI-1040,>3000nM
ACVRL1,CI-1040,>3000nM
ADCK3,CI-1040,>3000nM
ADCK4,CI-1040,>3000nM
AKT1,CI-1040,>3000nM
AKT2,CI-1040,>3000nM
AKT3,CI-1040,>3000nM
ALK,CI-1040,<3000nM
AMPK-alpha1,CI-1040,>3000nM
AMPK-alpha2,CI-1040,>3000nM
ANKK1,CI-1040,>3000nM
ARK5,CI-1040,>3000nM
ASK1,CI-1040,>3000nM
ASK2,CI-1040,>3000nM
AURKA,CI-1040,>3000nM
AURKB,CI-1040,>3000nM
AURKC,CI-1040,>3000nM
AXL,CI-1040,<3000nM
BIKE,CI-1040,>3000nM
BLK,CI-1040,<3000nM
BMPR1A,CI-1040,>3000nM
BMPR1B,CI-1040,>3000nM
BMPR2,CI-1040,>3000nM
BMX,CI-1040,>3000nM
BRAF,CI-1040,>3000nM
BRAF(V600E),CI-1040,>3000nM
BRK,CI-1040,>3000nM
BRSK1,CI-1040,>3000nM
BRSK2,CI-1040,>3000nM
BTK,CI-1040,>3000nM
CAMK1,CI-1040,>3000nM
CAMK1D,CI-1040,>3000nM
CAMK1G,CI-1040,>3000nM
CAMK2A,CI-1040,>3000nM
CAMK2B,CI-1040,>3000nM
CAMK2D,CI-1040,>3000nM
CAMK2G,CI-1040,>3000nM
CAMK4,CI-1040,>3000nM
CAMKK1,CI-1040,>3000nM
CAMKK2,CI-1040,>3000nM
CASK,CI-1040,>3000nM
CDC2L1,CI-1040,>3000nM
CDC2L2,CI-1040,>3000nM
CDC2L5,CI-1040,>3000nM
CDK11,CI-1040,>3000nM
CDK2,CI-1040,>3000nM
CDK3,CI-1040,>3000nM
CDK4-cyclinD1,CI-1040,>3000nM
CDK4-cyclinD3,CI-1040,>3000nM
CDK5,CI-1040,>3000nM
CDK7,CI-1040,>3000nM
CDK8,CI-1040,>3000nM
CDK9,CI-1040,>3000nM
CDKL1,CI-1040,>3000nM
CDKL2,CI-1040,>3000nM
CDKL3,CI-1040,>3000nM
CDKL5,CI-1040,>3000nM
CHEK1,CI-1040,>3000nM
CHEK2,CI-1040,>3000nM
CIT,CI-1040,>3000nM
CLK1,CI-1040,>3000nM
CLK2,CI-1040,>3000nM
CLK3,CI-1040,>3000nM
CLK4,CI-1040,>3000nM
CSF1R,CI-1040,<3000nM
CSK,CI-1040,>3000nM
CSNK1A1,CI-1040,>3000nM
CSNK1A1L,CI-1040,>3000nM
CSNK1D,CI-1040,>3000nM
CSNK1E,CI-1040,>3000nM
CSNK1G1,CI-1040,>3000nM
CSNK1G2,CI-1040,>3000nM
CSNK1G3,CI-1040,>3000nM
CSNK2A1,CI-1040,>3000nM
CSNK2A2,CI-1040,>3000nM
CTK,CI-1040,>3000nM
DAPK1,CI-1040,>3000nM
DAPK2,CI-1040,>3000nM
DAPK3,CI-1040,>3000nM
DCAMKL1,CI-1040,>3000nM
DCAMKL2,CI-1040,>3000nM
DCAMKL3,CI-1040,>3000nM
DDR1,CI-1040,<3000nM
DDR2,CI-1040,>3000nM
DLK,CI-1040,>3000nM
DMPK,CI-1040,>3000nM
DMPK2,CI-1040,>3000nM
DRAK1,CI-1040,>3000nM
DRAK2,CI-1040,>3000nM
DYRK1A,CI-1040,>3000nM
DYRK1B,CI-1040,>3000nM
DYRK2,CI-1040,>3000nM
EGFR,CI-1040,>3000nM
EGFR(E746-A750del),CI-1040,>3000nM
EGFR(G719C),CI-1040,<3000nM
EGFR(G719S),CI-1040,>3000nM
"EGFR(L747-E749del, A750P)",CI-1040,<3000nM
"EGFR(L747-S752del, P753S)",CI-1040,>3000nM
"EGFR(L747-T751del,Sins)",CI-1040,>3000nM
EGFR(L858R),CI-1040,>3000nM
"EGFR(L858R,T790M)",CI-1040,>3000nM
EGFR(L861Q),CI-1040,<3000nM
EGFR(S752-I759del),CI-1040,>3000nM
EGFR(T790M),CI-1040,<3000nM
EIF2AK1,CI-1040,>3000nM
EPHA1,CI-1040,>3000nM
EPHA2,CI-1040,>3000nM
EPHA3,CI-1040,>3000nM
EPHA4,CI-1040,>3000nM
EPHA5,CI-1040,>3000nM
EPHA6,CI-1040,>3000nM
EPHA7,CI-1040,>3000nM
EPHA8,CI-1040,>3000nM
EPHB1,CI-1040,>3000nM
EPHB2,CI-1040,>3000nM
EPHB3,CI-1040,>3000nM
EPHB4,CI-1040,>3000nM
EPHB6,CI-1040,<3000nM
ERBB2,CI-1040,>3000nM
ERBB3,CI-1040,>3000nM
ERBB4,CI-1040,>3000nM
ERK1,CI-1040,>3000nM
ERK2,CI-1040,>3000nM
ERK3,CI-1040,>3000nM
ERK4,CI-1040,>3000nM
ERK5,CI-1040,>3000nM
ERK8,CI-1040,>3000nM
ERN1,CI-1040,>3000nM
FAK,CI-1040,>3000nM
FER,CI-1040,>3000nM
FES,CI-1040,>3000nM
FGFR1,CI-1040,>3000nM
FGFR2,CI-1040,>3000nM
FGFR3,CI-1040,>3000nM
FGFR3(G697C),CI-1040,>3000nM
FGFR4,CI-1040,>3000nM
FGR,CI-1040,<3000nM
FLT1,CI-1040,>3000nM
FLT3,CI-1040,>3000nM
FLT3(D835H),CI-1040,<3000nM
FLT3(D835Y),CI-1040,>3000nM
FLT3(ITD),CI-1040,>3000nM
FLT3(K663Q),CI-1040,<3000nM
FLT3(N841I),CI-1040,>3000nM
FLT3(R834Q),CI-1040,>3000nM
FLT4,CI-1040,>3000nM
FRK,CI-1040,<3000nM
FYN,CI-1040,<3000nM
GAK,CI-1040,<3000nM
"GCN2(Kin.Dom.2,S808G)",CI-1040,>3000nM
GRK1,CI-1040,>3000nM
GRK4,CI-1040,>3000nM
GRK7,CI-1040,>3000nM
GSK3A,CI-1040,>3000nM
GSK3B,CI-1040,>3000nM
HCK,CI-1040,<3000nM
HIPK1,CI-1040,>3000nM
HIPK2,CI-1040,>3000nM
HIPK3,CI-1040,>3000nM
HIPK4,CI-1040,>3000nM
HPK1,CI-1040,>3000nM
HUNK,CI-1040,>3000nM
ICK,CI-1040,>3000nM
IGF1R,CI-1040,>3000nM
IKK-alpha,CI-1040,>3000nM
IKK-beta,CI-1040,>3000nM
IKK-epsilon,CI-1040,>3000nM
INSR,CI-1040,>3000nM
INSRR,CI-1040,>3000nM
IRAK1,CI-1040,>3000nM
IRAK3,CI-1040,>3000nM
IRAK4,CI-1040,>3000nM
ITK,CI-1040,>3000nM
JAK1(JH1domain-catalytic),CI-1040,>3000nM
JAK1(JH2domain-pseudokinase),CI-1040,>3000nM
JAK2(JH1domain-catalytic),CI-1040,>3000nM
JAK3(JH1domain-catalytic),CI-1040,<3000nM
JNK1,CI-1040,>3000nM
JNK2,CI-1040,>3000nM
JNK3,CI-1040,>3000nM
KIT,CI-1040,<3000nM
KIT(A829P),CI-1040,<3000nM
KIT(D816H),CI-1040,>3000nM
KIT(D816V),CI-1040,<3000nM
KIT(L576P),CI-1040,<3000nM
KIT(V559D),CI-1040,>3000nM
"KIT(V559D,T670I)",CI-1040,>3000nM
"KIT(V559D,V654A)",CI-1040,>3000nM
LATS1,CI-1040,>3000nM
LATS2,CI-1040,>3000nM
LCK,CI-1040,<3000nM
LIMK1,CI-1040,>3000nM
LIMK2,CI-1040,>3000nM
LKB1,CI-1040,>3000nM
LOK,CI-1040,<3000nM
LRRK2,CI-1040,>3000nM
LRRK2(G2019S),CI-1040,>3000nM
LTK,CI-1040,>3000nM
LYN,CI-1040,<3000nM
LZK,CI-1040,>3000nM
MAK,CI-1040,>3000nM
MAP3K1,CI-1040,>3000nM
MAP3K15,CI-1040,>3000nM
MAP3K2,CI-1040,>3000nM
MAP3K3,CI-1040,>3000nM
MAP3K4,CI-1040,>3000nM
MAP4K2,CI-1040,>3000nM
MAP4K3,CI-1040,>3000nM
MAP4K4,CI-1040,>3000nM
MAP4K5,CI-1040,>3000nM
MAPKAPK2,CI-1040,>3000nM
MAPKAPK5,CI-1040,>3000nM
MARK1,CI-1040,>3000nM
MARK2,CI-1040,>3000nM
MARK3,CI-1040,>3000nM
MARK4,CI-1040,>3000nM
MAST1,CI-1040,>3000nM
MEK1,CI-1040,<3000nM
MEK2,CI-1040,<3000nM
MEK3,CI-1040,>3000nM
MEK4,CI-1040,>3000nM
MEK5,CI-1040,<3000nM
MEK6,CI-1040,>3000nM
MELK,CI-1040,>3000nM
MERTK,CI-1040,<3000nM
MET,CI-1040,>3000nM
MET(M1250T),CI-1040,>3000nM
MET(Y1235D),CI-1040,>3000nM
MINK,CI-1040,>3000nM
MKK7,CI-1040,>3000nM
MKNK1,CI-1040,>3000nM
MKNK2,CI-1040,>3000nM
MLCK,CI-1040,>3000nM
MLK1,CI-1040,>3000nM
MLK2,CI-1040,>3000nM
MLK3,CI-1040,>3000nM
MRCKA,CI-1040,>3000nM
MRCKB,CI-1040,>3000nM
MST1,CI-1040,>3000nM
MST1R,CI-1040,>3000nM
MST2,CI-1040,>3000nM
MST3,CI-1040,>3000nM
MST4,CI-1040,>3000nM
MTOR,CI-1040,>3000nM
MUSK,CI-1040,>3000nM
MYLK,CI-1040,>3000nM
MYLK2,CI-1040,>3000nM
MYLK4,CI-1040,>3000nM
MYO3A,CI-1040,>3000nM
MYO3B,CI-1040,>3000nM
NDR1,CI-1040,>3000nM
NDR2,CI-1040,>3000nM
NEK1,CI-1040,>3000nM
NEK11,CI-1040,>3000nM
NEK2,CI-1040,>3000nM
NEK3,CI-1040,>3000nM
NEK4,CI-1040,>3000nM
NEK5,CI-1040,>3000nM
NEK6,CI-1040,>3000nM
NEK7,CI-1040,>3000nM
NEK9,CI-1040,>3000nM
NIM1,CI-1040,>3000nM
NLK,CI-1040,>3000nM
OSR1,CI-1040,>3000nM
p38-alpha,CI-1040,>3000nM
p38-beta,CI-1040,>3000nM
p38-delta,CI-1040,>3000nM
p38-gamma,CI-1040,>3000nM
PAK1,CI-1040,>3000nM
PAK2,CI-1040,>3000nM
PAK3,CI-1040,>3000nM
PAK4,CI-1040,>3000nM
PAK6,CI-1040,>3000nM
PAK7,CI-1040,>3000nM
PCTK1,CI-1040,>3000nM
PCTK2,CI-1040,>3000nM
PCTK3,CI-1040,>3000nM
PDGFRA,CI-1040,<3000nM
PDGFRB,CI-1040,<3000nM
PDPK1,CI-1040,>3000nM
PFCDPK1(P.falciparum),CI-1040,>3000nM
PFPK5(P.falciparum),CI-1040,>3000nM
PFTAIRE2,CI-1040,>3000nM
PFTK1,CI-1040,>3000nM
PHKG1,CI-1040,>3000nM
PHKG2,CI-1040,>3000nM
PIK3C2B,CI-1040,>3000nM
PIK3C2G,CI-1040,>3000nM
PIK3CA,CI-1040,>3000nM
PIK3CA(C420R),CI-1040,>3000nM
PIK3CA(E542K),CI-1040,>3000nM
PIK3CA(E545A),CI-1040,>3000nM
PIK3CA(E545K),CI-1040,>3000nM
PIK3CA(H1047L),CI-1040,>3000nM
PIK3CA(H1047Y),CI-1040,>3000nM
PIK3CA(I800L),CI-1040,>3000nM
PIK3CA(M1043I),CI-1040,>3000nM
PIK3CA(Q546K),CI-1040,>3000nM
PIK3CB,CI-1040,>3000nM
PIK3CD,CI-1040,>3000nM
PIK3CG,CI-1040,>3000nM
PIK4CB,CI-1040,>3000nM
PIM1,CI-1040,>3000nM
PIM2,CI-1040,>3000nM
PIM3,CI-1040,>3000nM
PIP5K1A,CI-1040,>3000nM
PIP5K1C,CI-1040,>3000nM
PIP5K2B,CI-1040,>3000nM
PIP5K2C,CI-1040,>3000nM
PKAC-alpha,CI-1040,>3000nM
PKAC-beta,CI-1040,>3000nM
PKMYT1,CI-1040,>3000nM
PKN1,CI-1040,>3000nM
PKN2,CI-1040,>3000nM
PKNB(M.tuberculosis),CI-1040,>3000nM
PLK1,CI-1040,>3000nM
PLK2,CI-1040,>3000nM
PLK3,CI-1040,>3000nM
PLK4,CI-1040,>3000nM
PRKCD,CI-1040,>3000nM
PRKCE,CI-1040,>3000nM
PRKCH,CI-1040,>3000nM
PRKCI,CI-1040,>3000nM
PRKCQ,CI-1040,>3000nM
PRKD1,CI-1040,>3000nM
PRKD2,CI-1040,>3000nM
PRKD3,CI-1040,>3000nM
PRKG1,CI-1040,>3000nM
PRKG2,CI-1040,>3000nM
PRKR,CI-1040,>3000nM
PRKX,CI-1040,>3000nM
PRP4,CI-1040,>3000nM
PYK2,CI-1040,>3000nM
QSK,CI-1040,>3000nM
RAF1,CI-1040,>3000nM
RET,CI-1040,>3000nM
RET(M918T),CI-1040,>3000nM
RET(V804L),CI-1040,>3000nM
RET(V804M),CI-1040,>3000nM
RIOK1,CI-1040,>3000nM
RIOK2,CI-1040,>3000nM
RIOK3,CI-1040,>3000nM
RIPK1,CI-1040,>3000nM
RIPK2,CI-1040,<3000nM
RIPK4,CI-1040,>3000nM
RIPK5,CI-1040,>3000nM
ROCK1,CI-1040,>3000nM
ROCK2,CI-1040,>3000nM
ROS1,CI-1040,>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),CI-1040,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),CI-1040,>3000nM
RPS6KA5(Kin.Dom.1-N-terminal),CI-1040,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),CI-1040,>3000nM
RSK1(Kin.Dom.1-N-terminal),CI-1040,>3000nM
RSK1(Kin.Dom.2-C-terminal),CI-1040,>3000nM
RSK2(Kin.Dom.1-N-terminal),CI-1040,>3000nM
RSK3(Kin.Dom.1-N-terminal),CI-1040,>3000nM
RSK3(Kin.Dom.2-C-terminal),CI-1040,>3000nM
RSK4(Kin.Dom.1-N-terminal),CI-1040,>3000nM
RSK4(Kin.Dom.2-C-terminal),CI-1040,>3000nM
S6K1,CI-1040,>3000nM
SBK1,CI-1040,>3000nM
SgK110,CI-1040,>3000nM
SGK3,CI-1040,>3000nM
SIK,CI-1040,>3000nM
SIK2,CI-1040,>3000nM
SLK,CI-1040,<3000nM
SNARK,CI-1040,>3000nM
SNRK,CI-1040,>3000nM
SRC,CI-1040,<3000nM
SRMS,CI-1040,>3000nM
SRPK1,CI-1040,>3000nM
SRPK2,CI-1040,>3000nM
SRPK3,CI-1040,>3000nM
STK16,CI-1040,>3000nM
STK33,CI-1040,>3000nM
STK35,CI-1040,>3000nM
STK36,CI-1040,>3000nM
STK39,CI-1040,>3000nM
SYK,CI-1040,>3000nM
TAK1,CI-1040,>3000nM
TAOK1,CI-1040,<3000nM
TAOK2,CI-1040,>3000nM
TAOK3,CI-1040,>3000nM
TBK1,CI-1040,>3000nM
TEC,CI-1040,>3000nM
TESK1,CI-1040,>3000nM
TGFBR1,CI-1040,>3000nM
