Kinase,Compound,Predicted_Kd_Category
PCTK3,R406,>3000nM
PFCDPK1(P.falciparum),Vandetanib,>3000nM
MINK,GSK-1838705A,>3000nM
OSR1,AZD-2171,>3000nM
MYLK4,Lapatinib,>3000nM
WEE1,MLN-518,>3000nM
IRAK4,AZD-6244/ARRY-886,>3000nM
IGF1R,GDC-0941,>3000nM
JAK1(JH2domain-pseudokinase),HKI-272,>3000nM
FES,Flavopiridol,>3000nM
CDK5,KW-2449,>3000nM
ABL1(Q252H)-phosphorylated,Pazopanib,>3000nM
PAK3,HKI-272,>3000nM
TAOK1,CHIR-258/TKI-258,>3000nM
MST2,GDC-0879,>3000nM
ICK,Imatinib,>3000nM
SLK,PLX-4720,>3000nM
YANK3,BMS-345541,>3000nM
FRK,CI-1033,>3000nM
BRK,GDC-0879,>3000nM
FGFR4,JNJ-28312141,>3000nM
NLK,Erlotinib,>3000nM
CAMK1D,JNJ-28312141,>3000nM
PIP5K2B,ABT-869,>3000nM
YES,TAE-684,>3000nM
RSK2(Kin.Dom.1-N-terminal),PD-173955,>3000nM
ABL1(H396P)-phosphorylated,PKC-412,>3000nM
"EGFR(L858R,T790M)",JNJ-28312141,>3000nM
STK36,Gefitinib,>3000nM
CAMK2D,GW-2580,>3000nM
CDK4-cyclinD3,CHIR-258/TKI-258,>3000nM
MYO3B,HKI-272,>3000nM
MARK2,A-674563,>3000nM
HIPK1,PLX-4720,>3000nM
PIM3,BIBW-2992,>3000nM
EGFR(S752-I759del),GSK-690693,>3000nM
NLK,GDC-0941,>3000nM
PKN2,Ki-20227,>3000nM
MAP3K15,CEP-701,>3000nM
CDKL3,BMS-540215,>3000nM
JAK1(JH1domain-catalytic),A-674563,>3000nM
MINK,BIBW-2992,>3000nM
CDK4-cyclinD3,GDC-0879,>3000nM
ERK1,Vandetanib,>3000nM
"KIT(V559D,V654A)",Gefitinib,>3000nM
PRKCQ,Imatinib,>3000nM
CSNK1G1,Nilotinib,>3000nM
INSRR,HKI-272,>3000nM
YANK1,Vandetanib,>3000nM
RAF1,BIBW-2992,>3000nM
PRKR,BMS-387032/SNS-032,>3000nM
LRRK2(G2019S),INCB18424,>3000nM
ACVR1B,Vandetanib,>3000nM
ULK1,AG-013736,>3000nM
EGFR(L861Q),GW-2580,>3000nM
CDKL5,AT-7519,>3000nM
NEK6,AC220,>3000nM
MAPKAPK2,AZD-6244/ARRY-886,>3000nM
PCTK1,Lapatinib,>3000nM
VRK2,Erlotinib,>3000nM
SIK,Crizotinib,>3000nM
NDR2,R406,>3000nM
BRK,Lapatinib,>3000nM
NLK,AG-013736,>3000nM
MRCKA,AC220,>3000nM
IRAK4,TG-101348,>3000nM
EGFR(L861Q),Vandetanib,>3000nM
SRMS,LY-333531,>3000nM
FRK,R406,>3000nM
MET(Y1235D),AB-1010,>3000nM
ULK1,INCB18424,>3000nM
RSK1(Kin.Dom.2-C-terminal),AT-7519,>3000nM
PIK3CA(I800L),GSK-690693,>3000nM
PIK3CA(H1047Y),Vandetanib,>3000nM
ADCK3,BMS-345541,>3000nM
CDK8,Lapatinib,>3000nM
EPHB2,LY-317615,>3000nM
SLK,JNJ-28312141,>3000nM
ROS1,INCB18424,>3000nM
PLK2,CHIR-265/RAF-265,>3000nM
BRSK2,MLN-8054,>3000nM
CHEK2,CEP-701,>3000nM
TBK1,INCB18424,>3000nM
ICK,MLN-518,>3000nM
AURKB,BMS-387032/SNS-032,>3000nM
TNK2,Staurosporine,>3000nM
RET(M918T),AZD-1152HQPA,>3000nM
EGFR(L861Q),GDC-0879,>3000nM
ASK2,PD-173955,>3000nM
LKB1,Vandetanib,>3000nM
ITK,AZD-2171,>3000nM
CDK8,Crizotinib,>3000nM
TAK1,Pazopanib,>3000nM
STK36,R406,>3000nM
AAK1,PKC-412,>3000nM
CDK4-cyclinD1,ABT-869,>3000nM
TAK1,KW-2449,>3000nM
SIK,CHIR-258/TKI-258,>3000nM
TRKA,R547,>3000nM
SNRK,GDC-0941,>3000nM
FGFR3,BI-2536,>3000nM
MYO3B,Nilotinib,>3000nM
TNK1,BMS-540215,>3000nM
PKAC-alpha,SB-203580,>3000nM
SRPK3,CHIR-258/TKI-258,>3000nM
DRAK2,GSK-690693,>3000nM
PCTK3,SGX-523,>3000nM
EGFR(L858R),BI-2536,>3000nM
DMPK,INCB18424,>3000nM
TGFBR2,BMS-345541,>3000nM
ABL1(M351T)-phosphorylated,TAE-684,>3000nM
PRKCE,Crizotinib,>3000nM
PHKG1,PP-242,>3000nM
TLK2,PKC-412,>3000nM
TYK2(JH2domain-pseudokinase),AZD-2171,>3000nM
MEK6,GDC-0879,>3000nM
CLK1,CP-690550,>3000nM
ERK3,AT-7519,>3000nM
JAK2(JH1domain-catalytic),TG-101348,>3000nM
PAK4,CEP-701,>3000nM
PIK3CA(Q546K),KW-2449,>3000nM
TRKB,R406,>3000nM
"EGFR(L747-E749del, A750P)",CP-690550,>3000nM
"GCN2(Kin.Dom.2,S808G)",GSK-690693,>3000nM
RSK4(Kin.Dom.1-N-terminal),Nilotinib,>3000nM
DYRK2,INCB18424,>3000nM
DMPK2,Staurosporine,>3000nM
RSK3(Kin.Dom.2-C-terminal),CHIR-258/TKI-258,>3000nM
MET(M1250T),PKC-412,>3000nM
CTK,PTK-787,>3000nM
ERBB2,Ki-20227,>3000nM
MYLK4,SB-203580,>3000nM
RSK4(Kin.Dom.1-N-terminal),SB-203580,>3000nM
GRK4,GSK-1838705A,>3000nM
SRC,PD-173955,>3000nM
PRKD1,Lapatinib,>3000nM
AMPK-alpha1,Erlotinib,>3000nM
SIK2,R547,>3000nM
PIK3C2G,JNJ-28312141,>3000nM
TGFBR1,KW-2449,>3000nM
PIK3CA(C420R),PP-242,>3000nM
PRKCQ,AG-013736,>3000nM
STK16,BMS-387032/SNS-032,>3000nM
ABL1(T315I)-nonphosphorylated,GSK-1838705A,>3000nM
ERK2,MLN-518,>3000nM
CDKL2,Erlotinib,>3000nM
JNK2,GW-2580,>3000nM
FER,MLN-518,>3000nM
MAP4K2,AZD-6244/ARRY-886,>3000nM
EGFR,Lapatinib,>3000nM
MYO3B,Dasatinib,>3000nM
NEK3,KW-2449,>3000nM
FYN,AC220,>3000nM
AURKA,BMS-387032/SNS-032,>3000nM
HIPK4,BMS-540215,>3000nM
CTK,Lapatinib,>3000nM
CIT,INCB18424,>3000nM
ABL1(F317L)-nonphosphorylated,CP-690550,>3000nM
FLT3(ITD),CI-1033,>3000nM
TAOK1,AG-013736,>3000nM
MAK,INCB18424,>3000nM
MKNK1,PD-173955,>3000nM
TAK1,GDC-0941,>3000nM
CAMK1,AZD-1152HQPA,>3000nM
ROS1,GDC-0879,>3000nM
FAK,PHA-665752,>3000nM
ABL1(T315I)-phosphorylated,GDC-0941,>3000nM
PIK3C2G,Dasatinib,>3000nM
LRRK2,KW-2449,>3000nM
RIPK1,Flavopiridol,>3000nM
DRAK2,CEP-701,>3000nM
MET(Y1235D),BIBW-2992,>3000nM
CSNK1A1,TG-101348,>3000nM
NEK4,Imatinib,>3000nM
FRK,CEP-701,>3000nM
FGFR2,HKI-272,>3000nM
INSR,R406,>3000nM
PRKD3,PKC-412,>3000nM
PIK3CA(I800L),PD-173955,>3000nM
RPS6KA5(Kin.Dom.1-N-terminal),GSK-690693,>3000nM
EGFR(L858R),PTK-787,>3000nM
ABL1(F317L)-nonphosphorylated,AZD-2171,>3000nM
TESK1,PKC-412,>3000nM
ITK,GDC-0941,>3000nM
PIK3CD,BMS-345541,>3000nM
RET(V804L),INCB18424,>3000nM
PAK1,Imatinib,>3000nM
MST1,TG-101348,>3000nM
BRK,AT-7519,>3000nM
ERBB4,Gefitinib,>3000nM
CHEK1,INCB18424,>3000nM
AMPK-alpha1,AB-1010,>3000nM
MLK2,PP-242,>3000nM
ABL1(T315I)-phosphorylated,Pazopanib,>3000nM
YES,Pazopanib,>3000nM
TLK1,A-674563,>3000nM
CSK,Gefitinib,>3000nM
p38-gamma,Erlotinib,>3000nM
MAP3K15,BIBW-2992,>3000nM
FGFR1,Imatinib,>3000nM
LIMK1,BIBW-2992,>3000nM
CAMK1,SB-203580,>3000nM
BRSK1,LY-333531,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),LY-317615,>3000nM
YANK3,GSK-1838705A,>3000nM
CSNK1G1,BIRB-796,>3000nM
SRPK2,GSK-1838705A,>3000nM
S6K1,LY-317615,>3000nM
IRAK1,BMS-345541,>3000nM
MET(Y1235D),CHIR-265/RAF-265,>3000nM
STK16,SB-203580,>3000nM
ABL1(Q252H)-nonphosphorylated,GDC-0879,>3000nM
FER,Ki-20227,>3000nM
MET(M1250T),PTK-787,>3000nM
CSNK1A1L,AST-487,>3000nM
TGFBR2,Gefitinib,>3000nM
CTK,PHA-665752,>3000nM
ERK8,Dasatinib,>3000nM
MST2,CHIR-265/RAF-265,>3000nM
DRAK1,AZD-2171,>3000nM
TAOK1,ABT-869,>3000nM
PLK2,GDC-0879,>3000nM
S6K1,Imatinib,>3000nM
FLT3(R834Q),CHIR-258/TKI-258,>3000nM
MAP4K4,Nilotinib,>3000nM
PIK4CB,CP-690550,>3000nM
KIT(D816H),GDC-0879,>3000nM
MAP3K2,PKC-412,>3000nM
"KIT(V559D,T670I)",AB-1010,>3000nM
DCAMKL1,AB-1010,>3000nM
YANK2,CHIR-265/RAF-265,>3000nM
MARK1,SB-203580,>3000nM
PIK3CA(C420R),Pazopanib,>3000nM
AKT3,BI-2536,>3000nM
"EGFR(L747-S752del, P753S)",MLN-8054,>3000nM
IKK-beta,TG-101348,>3000nM
CIT,PLX-4720,>3000nM
FGFR3,MLN-518,>3000nM
JAK1(JH2domain-pseudokinase),GSK-1838705A,>3000nM
RSK3(Kin.Dom.1-N-terminal),JNJ-28312141,>3000nM
DYRK1A,AZD-1152HQPA,>3000nM
CDKL2,CEP-701,>3000nM
MAST1,AZD-1152HQPA,>3000nM
BMX,Lapatinib,>3000nM
LIMK2,AC220,>3000nM
MST1R,AZD-1152HQPA,>3000nM
CDK2,BMS-387032/SNS-032,>3000nM
DCAMKL2,PD-173955,>3000nM
ABL1(Q252H)-nonphosphorylated,LY-333531,>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),GSK-1838705A,>3000nM
ABL1(Y253F)-phosphorylated,LY-333531,>3000nM
NEK6,AZD-6244/ARRY-886,>3000nM
RET,SB-203580,>3000nM
TYK2(JH2domain-pseudokinase),Ki-20227,>3000nM
PDPK1,Gefitinib,>3000nM
PIK4CB,LY-333531,>3000nM
"EGFR(L747-T751del,Sins)",GW-2580,>3000nM
MET,Flavopiridol,>3000nM
CDK4-cyclinD3,ABT-869,>3000nM
PLK3,R406,>3000nM
TAOK2,AZD-1152HQPA,>3000nM
FGFR3,BIBW-2992,>3000nM
PIK3CA(Q546K),GW-2580,>3000nM
ROCK2,TG-101348,>3000nM
STK16,AC220,>3000nM
RET,LY-317615,>3000nM
ABL1(Q252H)-phosphorylated,Flavopiridol,>3000nM
PAK2,PD-173955,>3000nM
FLT3(D835Y),TG-101348,>3000nM
NIM1,BMS-345541,>3000nM
TBK1,Flavopiridol,>3000nM
TNNI3K,SB-203580,>3000nM
ERK8,Gefitinib,>3000nM
CAMK2B,Gefitinib,>3000nM
CDK2,BI-2536,>3000nM
CSNK1A1L,Crizotinib,>3000nM
ACVR1B,PHA-665752,>3000nM
MAP4K3,BIBW-2992,>3000nM
HUNK,CHIR-265/RAF-265,>3000nM
CAMK1D,TG-101348,>3000nM
LATS1,BMS-345541,>3000nM
TESK1,Imatinib,>3000nM
ABL1(F317I)-nonphosphorylated,ABT-869,>3000nM
HIPK2,BI-2536,>3000nM
VEGFR2,AZD-6244/ARRY-886,>3000nM
ABL1(H396P)-phosphorylated,SB-203580,>3000nM
HUNK,GW-2580,>3000nM
ADCK3,AZD-2171,>3000nM
ULK3,Nilotinib,>3000nM
EGFR(E746-A750del),AZD-6244/ARRY-886,>3000nM
DCAMKL2,Pazopanib,>3000nM
MYLK2,Imatinib,>3000nM
ULK3,Pazopanib,>3000nM
MRCKB,BMS-540215,>3000nM
JAK2(JH1domain-catalytic),GSK-690693,>3000nM
MARK3,PP-242,>3000nM
NEK11,MLN-8054,>3000nM
MST4,GDC-0941,>3000nM
ACVR2B,Crizotinib,>3000nM
NDR2,Ki-20227,>3000nM
PIK3CA(I800L),AB-1010,>3000nM
DMPK,BMS-345541,>3000nM
JNK3,TAE-684,>3000nM
PIK3CA(H1047L),BIRB-796,>3000nM
PIK3CA(E545A),BMS-540215,>3000nM
DYRK1A,GDC-0879,>3000nM
NDR2,GW-2580,>3000nM
CSNK1G3,PHA-665752,>3000nM
MAP3K2,Vandetanib,>3000nM
ACVR1B,GSK-690693,>3000nM
CSNK2A1,PHA-665752,>3000nM
NEK2,INCB18424,>3000nM
p38-delta,MLN-518,>3000nM
EGFR(L861Q),MLN-120B,>3000nM
PFPK5(P.falciparum),CP-690550,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),BMS-540215,>3000nM
RPS6KA5(Kin.Dom.1-N-terminal),BMS-345541,>3000nM
CSNK1G2,Pazopanib,>3000nM
CAMK2B,CHIR-258/TKI-258,>3000nM
IRAK1,R547,>3000nM
EGFR(L861Q),AT-7519,>3000nM
MEK4,LY-333531,>3000nM
EGFR(T790M),SB-203580,>3000nM
PCTK1,GSK-690693,>3000nM
RIOK2,MLN-120B,>3000nM
QSK,CI-1033,>3000nM
MEK6,BIRB-796,>3000nM
SIK2,SB-203580,>3000nM
EIF2AK1,R547,>3000nM
PAK6,KW-2449,>3000nM
FAK,TAE-684,>3000nM
DMPK2,AZD-6244/ARRY-886,>3000nM
MEK3,PTK-787,>3000nM
TEC,CHIR-258/TKI-258,>3000nM
CAMK2D,Nilotinib,>3000nM
PFCDPK1(P.falciparum),MLN-120B,>3000nM
ABL1(F317I)-phosphorylated,Gefitinib,>3000nM
NEK5,SGX-523,>3000nM
TIE1,Imatinib,>3000nM
LATS1,PHA-665752,>3000nM
CSNK1D,PP-242,>3000nM
KIT(D816V),Flavopiridol,>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),PP-242,>3000nM
TESK1,A-674563,>3000nM
ULK2,BMS-345541,>3000nM
CHEK2,AZD-1152HQPA,>3000nM
MINK,HKI-272,>3000nM
MAP4K3,Dasatinib,>3000nM
BRSK2,AG-013736,>3000nM
CDK9,Flavopiridol,>3000nM
CDKL5,R406,>3000nM
STK16,GW-2580,>3000nM
p38-beta,Vandetanib,>3000nM
PIP5K2C,Pazopanib,>3000nM
HIPK4,Staurosporine,>3000nM
MARK4,Staurosporine,>3000nM
STK33,R547,>3000nM
MLK1,Pazopanib,>3000nM
"EGFR(L858R,T790M)",Imatinib,>3000nM
MAP3K4,BMS-540215,>3000nM
LIMK2,AT-7519,>3000nM
EIF2AK1,ABT-869,>3000nM
STK36,BIRB-796,>3000nM
IKK-alpha,LY-333531,>3000nM
MKNK2,SGX-523,>3000nM
RPS6KA5(Kin.Dom.1-N-terminal),AZD-2171,>3000nM
MAP4K3,AG-013736,>3000nM
RSK3(Kin.Dom.2-C-terminal),MLN-120B,>3000nM
MST3,BI-2536,>3000nM
CDK5,MLN-518,>3000nM
CAMK1G,CHIR-265/RAF-265,>3000nM
SRPK3,KW-2449,>3000nM
BRSK2,TG-101348,>3000nM
FLT3(N841I),AC220,>3000nM
BMX,GW-2580,>3000nM
STK36,MLN-8054,>3000nM
MEK2,R547,>3000nM
DAPK2,ABT-869,>3000nM
FYN,SB-203580,>3000nM
TEC,Pazopanib,>3000nM
MLCK,BI-2536,>3000nM
MEK5,Erlotinib,>3000nM
ASK2,AZD-1152HQPA,>3000nM
CAMKK2,TG-101348,>3000nM
TTK,GW-2580,>3000nM
BMX,PP-242,>3000nM
CDK3,Ki-20227,>3000nM
PDPK1,HKI-272,>3000nM
RET(M918T),SB-203580,>3000nM
DCAMKL2,CHIR-265/RAF-265,>3000nM
ZAK,A-674563,>3000nM
DMPK,AT-7519,>3000nM
FLT3(R834Q),Ki-20227,>3000nM
KIT(A829P),AG-013736,>3000nM
MAP3K1,TG-101348,>3000nM
p38-delta,CEP-701,>3000nM
CASK,PD-173955,>3000nM
PKNB(M.tuberculosis),Ki-20227,>3000nM
RET(V804M),Staurosporine,>3000nM
ERK1,AB-1010,>3000nM
FLT3(R834Q),Dasatinib,>3000nM
CAMKK2,Staurosporine,>3000nM
MEK1,AZD-2171,>3000nM
CAMK2B,CHIR-265/RAF-265,>3000nM
PFTK1,TG-101348,>3000nM
NDR2,AG-013736,>3000nM
FER,BI-2536,>3000nM
EPHA8,Imatinib,>3000nM
STK35,PTK-787,>3000nM
ABL1-nonphosphorylated,MLN-518,>3000nM
EPHA4,Vandetanib,>3000nM
PHKG2,TAE-684,>3000nM
PRKCE,GDC-0941,>3000nM
PRKG1,KW-2449,>3000nM
LOK,GDC-0879,>3000nM
EGFR(L861Q),BMS-387032/SNS-032,>3000nM
ABL2,R406,>3000nM
IGF1R,BIBW-2992,>3000nM
CDKL3,GW-2580,>3000nM
PIP5K1C,AZD-1152HQPA,>3000nM
PCTK3,Flavopiridol,>3000nM
RSK2(Kin.Dom.1-N-terminal),JNJ-28312141,>3000nM
ABL1(F317L)-phosphorylated,TG-101348,>3000nM
LATS1,SGX-523,>3000nM
PIM3,GW-2580,>3000nM
CAMK4,Lapatinib,>3000nM
CDK5,Erlotinib,>3000nM
ABL1(T315I)-phosphorylated,AZD-6244/ARRY-886,>3000nM
IGF1R,PP-242,>3000nM
CAMKK2,PLX-4720,>3000nM
RET,R547,>3000nM
EPHA8,Nilotinib,>3000nM
MST2,BIRB-796,>3000nM
CSNK2A2,AT-7519,>3000nM
ASK2,Vandetanib,>3000nM
CLK3,Ki-20227,>3000nM
TLK2,AST-487,>3000nM
INSR,BI-2536,>3000nM
SRPK2,AT-7519,>3000nM
EGFR,TAE-684,>3000nM
TAOK1,MLN-518,>3000nM
PKAC-beta,AG-013736,>3000nM
PRKD3,Crizotinib,>3000nM
EGFR,Crizotinib,>3000nM
GSK3B,SGX-523,>3000nM
ERBB3,PP-242,>3000nM
ACVR2B,CP-690550,>3000nM
EPHB1,MLN-120B,>3000nM
MLCK,JNJ-28312141,>3000nM
DCAMKL2,CHIR-258/TKI-258,>3000nM
EGFR,GDC-0941,>3000nM
DYRK1B,SGX-523,>3000nM
EPHB4,TG-101348,>3000nM
CLK1,Staurosporine,>3000nM
PHKG1,AST-487,>3000nM
TRKC,PTK-787,>3000nM
PRKG2,PLX-4720,>3000nM
PRKCH,BMS-540215,>3000nM
MST3,PP-242,>3000nM
GSK3A,AB-1010,>3000nM
ACVRL1,MLN-8054,>3000nM
RSK4(Kin.Dom.1-N-terminal),LY-333531,>3000nM
HPK1,TG-101348,>3000nM
PRP4,GDC-0879,>3000nM
NEK1,PD-173955,>3000nM
LATS1,R406,>3000nM
MST1R,SGX-523,>3000nM
NEK5,GDC-0879,>3000nM
NDR2,PKC-412,>3000nM
NDR1,PTK-787,>3000nM
ASK2,PKC-412,>3000nM
PRKCE,TAE-684,>3000nM
ACVR1B,Lapatinib,>3000nM
CAMK1,GSK-1838705A,>3000nM
MUSK,LY-317615,>3000nM
PRKCI,TAE-684,>3000nM
MAP4K3,PD-173955,>3000nM
EPHA5,MLN-8054,>3000nM
MST1,ABT-869,>3000nM
FGR,MLN-120B,>3000nM
PDGFRB,BIRB-796,>3000nM
ABL1(F317I)-nonphosphorylated,PLX-4720,>3000nM
CDK5,PKC-412,>3000nM
PIM3,Flavopiridol,>3000nM
BRSK2,GDC-0941,>3000nM
EPHA2,GSK-690693,>3000nM
JAK2(JH1domain-catalytic),CP-690550,>3000nM
MKNK2,LY-333531,>3000nM
PRKD2,KW-2449,>3000nM
MARK1,Staurosporine,>3000nM
ZAK,R406,>3000nM
CDK5,GW-2580,>3000nM
PCTK3,Staurosporine,>3000nM
HIPK1,AG-013736,>3000nM
MLK3,PLX-4720,>3000nM
PLK3,JNJ-28312141,>3000nM
CDC2L1,INCB18424,>3000nM
CDC2L5,GSK-690693,>3000nM
PIK3CA,BIBW-2992,>3000nM
AMPK-alpha2,TAE-684,>3000nM
CSNK1A1L,PTK-787,>3000nM
ALK,PLX-4720,>3000nM
TLK2,GDC-0879,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),Ki-20227,>3000nM
DYRK2,AC220,>3000nM
ADCK3,INCB18424,>3000nM
DCAMKL1,MLN-518,>3000nM
EGFR(S752-I759del),PD-173955,>3000nM
CDK4-cyclinD3,TAE-684,>3000nM
PKAC-alpha,A-674563,>3000nM
EGFR(T790M),Vandetanib,>3000nM
MAP4K5,Nilotinib,>3000nM
YANK2,Staurosporine,>3000nM
ABL1-nonphosphorylated,LY-333531,>3000nM
ERK4,JNJ-28312141,>3000nM
QSK,JNJ-28312141,>3000nM
PFTAIRE2,Lapatinib,>3000nM
FGR,AC220,>3000nM
PIP5K2B,AB-1010,>3000nM
DAPK3,AZD-1152HQPA,>3000nM
ROCK2,CHIR-265/RAF-265,>3000nM
ERK3,AST-487,>3000nM
TTK,Gefitinib,>3000nM
TNK1,Flavopiridol,>3000nM
PYK2,PP-242,>3000nM
RIPK1,GDC-0941,>3000nM
PLK3,PLX-4720,>3000nM
IKK-beta,AB-1010,>3000nM
PAK6,CHIR-265/RAF-265,>3000nM
PKAC-alpha,PD-173955,>3000nM
LATS1,GSK-1838705A,>3000nM
ASK2,Erlotinib,>3000nM
MAP3K2,PD-173955,>3000nM
ABL1(Y253F)-phosphorylated,BIBW-2992,>3000nM
RET,BMS-540215,>3000nM
RIPK1,AC220,>3000nM
CAMKK1,KW-2449,>3000nM
EPHA6,GSK-1838705A,>3000nM
PIK3C2G,MLN-518,>3000nM
ABL1(Q252H)-phosphorylated,GSK-1838705A,>3000nM
ABL1(Y253F)-phosphorylated,Dasatinib,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),BMS-345541,>3000nM
PLK1,A-674563,>3000nM
HPK1,JNJ-28312141,>3000nM
p38-beta,AB-1010,>3000nM
BRAF,MLN-120B,>3000nM
FLT3,TAE-684,>3000nM
CSNK1A1L,Gefitinib,>3000nM
GRK1,INCB18424,>3000nM
CDKL5,Crizotinib,>3000nM
BRSK1,Pazopanib,>3000nM
PLK2,A-674563,>3000nM
MKNK1,A-674563,>3000nM
FGR,PTK-787,>3000nM
ERK1,AZD-1152HQPA,>3000nM
ROCK2,Imatinib,>3000nM
JNK3,GDC-0879,>3000nM
CDC2L2,GSK-690693,>3000nM
CDKL5,INCB18424,>3000nM
PDPK1,CHIR-258/TKI-258,>3000nM
NEK11,AC220,>3000nM
ERK5,AST-487,>3000nM
ABL1(Q252H)-nonphosphorylated,Dasatinib,>3000nM
CSNK1A1,PP-242,>3000nM
p38-delta,BI-2536,>3000nM
PRKX,ABT-869,>3000nM
CSNK1D,Lapatinib,>3000nM
MARK4,ABT-869,>3000nM
RIOK1,BMS-540215,>3000nM
DRAK1,Imatinib,>3000nM
PLK1,SB-203580,>3000nM
ERK1,JNJ-28312141,>3000nM
CDK11,BIRB-796,>3000nM
PAK7,PD-173955,>3000nM
MAPKAPK2,Flavopiridol,>3000nM
TESK1,BMS-387032/SNS-032,>3000nM
SRPK3,Gefitinib,>3000nM
MLK3,LY-333531,>3000nM
PFTAIRE2,MLN-518,>3000nM
CSNK2A1,KW-2449,>3000nM
TAK1,R547,>3000nM
FGFR2,Flavopiridol,>3000nM
RIPK4,Erlotinib,>3000nM
GSK3B,Gefitinib,>3000nM
MEK3,AST-487,>3000nM
CSNK1A1,PHA-665752,>3000nM
CSNK1D,R406,>3000nM
CAMK2B,Dasatinib,>3000nM
LATS1,KW-2449,>3000nM
PIK3CA(H1047Y),Crizotinib,>3000nM
YSK1,CEP-701,>3000nM
ERK3,LY-317615,>3000nM
RSK2(Kin.Dom.1-N-terminal),GDC-0941,>3000nM
MLK1,Imatinib,>3000nM
TTK,PKC-412,>3000nM
p38-gamma,JNJ-28312141,>3000nM
RIPK4,Ki-20227,>3000nM
CAMK1G,BMS-345541,>3000nM
ACVR1B,Nilotinib,>3000nM
TRKC,CHIR-258/TKI-258,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),AST-487,>3000nM
PKNB(M.tuberculosis),PKC-412,>3000nM
CASK,ABT-869,>3000nM
CLK2,AC220,>3000nM
CDK7,PLX-4720,>3000nM
NEK7,HKI-272,>3000nM
PAK4,SGX-523,>3000nM
PIK3CA(E542K),Ki-20227,>3000nM
DDR2,KW-2449,>3000nM
PCTK1,CI-1033,>3000nM
ACVR2B,JNJ-28312141,>3000nM
MRCKA,A-674563,>3000nM
YANK1,PD-173955,>3000nM
ADCK3,MLN-8054,>3000nM
PIK3CG,PD-173955,>3000nM
p38-beta,PKC-412,>3000nM
IKK-alpha,Ki-20227,>3000nM
SRPK3,Dasatinib,>3000nM
STK33,PHA-665752,>3000nM
YES,ABT-869,>3000nM
DAPK3,MLN-518,>3000nM
TAK1,PP-242,>3000nM
PCTK2,GDC-0879,>3000nM
ASK2,Ki-20227,>3000nM
MLK1,AST-487,>3000nM
MAP3K1,BI-2536,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),JNJ-28312141,>3000nM
ABL1(F317I)-phosphorylated,R547,>3000nM
PAK4,Staurosporine,>3000nM
FER,PTK-787,>3000nM
RAF1,GW-2580,>3000nM
CTK,BIRB-796,>3000nM
PRKCQ,SGX-523,>3000nM
MET,BIRB-796,>3000nM
DYRK1B,HKI-272,>3000nM
MYO3B,BMS-540215,>3000nM
AMPK-alpha2,Crizotinib,>3000nM
PIK3CA(E545A),BMS-345541,>3000nM
GSK3A,Gefitinib,>3000nM
TYK2(JH1domain-catalytic),MLN-8054,>3000nM
ABL1(F317I)-nonphosphorylated,PD-173955,>3000nM
GSK3A,AT-7519,>3000nM
DAPK2,KW-2449,>3000nM
PIK3CA(E545K),Gefitinib,>3000nM
RIPK4,R547,>3000nM
ULK3,Crizotinib,>3000nM
CAMKK1,CHIR-265/RAF-265,>3000nM
GRK4,Erlotinib,>3000nM
CSNK2A2,BMS-540215,>3000nM
PKAC-beta,BMS-345541,>3000nM
MAP4K4,Imatinib,>3000nM
IKK-epsilon,GW-2580,>3000nM
PRKD2,MLN-8054,>3000nM
AURKB,PD-173955,>3000nM
"EGFR(L747-S752del, P753S)",CHIR-258/TKI-258,>3000nM
PIK3CD,Dasatinib,>3000nM
NEK4,Gefitinib,>3000nM
ANKK1,MLN-8054,>3000nM
SRPK3,AST-487,>3000nM
PAK3,AG-013736,>3000nM
ULK2,MLN-518,>3000nM
PKMYT1,PHA-665752,>3000nM
LOK,A-674563,>3000nM
CLK2,Staurosporine,>3000nM
MST4,MLN-8054,>3000nM
EGFR(T790M),PD-173955,>3000nM
MYLK,Crizotinib,>3000nM
BRAF,AB-1010,>3000nM
MLK2,BMS-540215,>3000nM
TIE1,AZD-6244/ARRY-886,>3000nM
PRKX,Crizotinib,>3000nM
PRKR,A-674563,>3000nM
PKNB(M.tuberculosis),BIRB-796,>3000nM
TNK2,Dasatinib,>3000nM
RSK3(Kin.Dom.1-N-terminal),AB-1010,>3000nM
AKT1,GSK-1838705A,>3000nM
GSK3A,PD-173955,>3000nM
AAK1,PTK-787,>3000nM
EPHA7,AZD-2171,>3000nM
ABL1(F317I)-phosphorylated,SB-203580,>3000nM
CSNK2A2,GW-2580,>3000nM
PIK3CA,CHIR-258/TKI-258,>3000nM
IRAK4,AST-487,>3000nM
CDK4-cyclinD3,BIRB-796,>3000nM
TESK1,AC220,>3000nM
BLK,Pazopanib,>3000nM
EGFR(L858R),HKI-272,>3000nM
MKNK2,GSK-1838705A,>3000nM
ZAK,PHA-665752,>3000nM
PRKX,AT-7519,>3000nM
IRAK1,MLN-518,>3000nM
