Kinase,Compound,Predicted_Kd_Category
PIM3,BIBW-2992,>300nM
EGFR(S752-I759del),GSK-690693,>300nM
NLK,GDC-0941,>300nM
PKN2,Ki-20227,>300nM
MAP3K15,CEP-701,<300nM
CDKL3,BMS-540215,>300nM
JAK1(JH1domain-catalytic),A-674563,>300nM
MINK,BIBW-2992,>300nM
CDK4-cyclinD3,GDC-0879,>300nM
ERK1,Vandetanib,>300nM
"KIT(V559D,V654A)",Gefitinib,>300nM
PRKCQ,Imatinib,>300nM
CSNK1G1,Nilotinib,>300nM
INSRR,HKI-272,>300nM
YANK1,Vandetanib,>300nM
RAF1,BIBW-2992,>300nM
PRKR,BMS-387032/SNS-032,>300nM
LRRK2(G2019S),INCB18424,>300nM
ACVR1B,Vandetanib,>300nM
ULK1,AG-013736,>300nM
EGFR(L861Q),GW-2580,>300nM
CDKL5,AT-7519,>300nM
NEK6,AC220,>300nM
MAPKAPK2,AZD-6244/ARRY-886,>300nM
PCTK1,Lapatinib,>300nM
VRK2,Erlotinib,>300nM
SIK,Crizotinib,>300nM
NDR2,R406,>300nM
BRK,Lapatinib,>300nM
NLK,AG-013736,>300nM
MRCKA,AC220,>300nM
IRAK4,TG-101348,>300nM
EGFR(L861Q),Vandetanib,<300nM
SRMS,LY-333531,>300nM
FRK,R406,<300nM
MET(Y1235D),AB-1010,>300nM
ULK1,INCB18424,>300nM
RSK1(Kin.Dom.2-C-terminal),AT-7519,>300nM
PIK3CA(I800L),GSK-690693,>300nM
PIK3CA(H1047Y),Vandetanib,>300nM
ADCK3,BMS-345541,>300nM
CDK8,Lapatinib,>300nM
EPHB2,LY-317615,>300nM
SLK,JNJ-28312141,>300nM
ROS1,INCB18424,>300nM
PLK2,CHIR-265/RAF-265,>300nM
BRSK2,MLN-8054,>300nM
CHEK2,CEP-701,<300nM
TBK1,INCB18424,>300nM
ICK,MLN-518,>300nM
AURKB,BMS-387032/SNS-032,>300nM
TNK2,Staurosporine,<300nM
RET(M918T),AZD-1152HQPA,<300nM
EGFR(L861Q),GDC-0879,>300nM
ASK2,PD-173955,>300nM
LKB1,Vandetanib,>300nM
ITK,AZD-2171,>300nM
CDK8,Crizotinib,>300nM
TAK1,Pazopanib,>300nM
STK36,R406,>300nM
AAK1,PKC-412,<300nM
CDK4-cyclinD1,ABT-869,>300nM
TAK1,KW-2449,>300nM
SIK,CHIR-258/TKI-258,>300nM
TRKA,R547,>300nM
SNRK,GDC-0941,>300nM
FGFR3,BI-2536,>300nM
MYO3B,Nilotinib,>300nM
TNK1,BMS-540215,>300nM
PKAC-alpha,SB-203580,>300nM
SRPK3,CHIR-258/TKI-258,>300nM
DRAK2,GSK-690693,>300nM
PCTK3,SGX-523,>300nM
EGFR(L858R),BI-2536,>300nM
DMPK,INCB18424,>300nM
TGFBR2,BMS-345541,>300nM
ABL1(M351T)-phosphorylated,TAE-684,<300nM
PRKCE,Crizotinib,>300nM
PHKG1,PP-242,>300nM
TLK2,PKC-412,>300nM
TYK2(JH2domain-pseudokinase),AZD-2171,>300nM
MEK6,GDC-0879,>300nM
CLK1,CP-690550,>300nM
ERK3,AT-7519,>300nM
JAK2(JH1domain-catalytic),TG-101348,<300nM
PAK4,CEP-701,<300nM
PIK3CA(Q546K),KW-2449,>300nM
TRKB,R406,<300nM
"EGFR(L747-E749del, A750P)",CP-690550,>300nM
"GCN2(Kin.Dom.2,S808G)",GSK-690693,>300nM
RSK4(Kin.Dom.1-N-terminal),Nilotinib,>300nM
DYRK2,INCB18424,>300nM
DMPK2,Staurosporine,<300nM
RSK3(Kin.Dom.2-C-terminal),CHIR-258/TKI-258,>300nM
MET(M1250T),PKC-412,>300nM
CTK,PTK-787,>300nM
ERBB2,Ki-20227,>300nM
MYLK4,SB-203580,>300nM
RSK4(Kin.Dom.1-N-terminal),SB-203580,>300nM
GRK4,GSK-1838705A,>300nM
SRC,PD-173955,<300nM
PRKD1,Lapatinib,>300nM
AMPK-alpha1,Erlotinib,>300nM
SIK2,R547,>300nM
PIK3C2G,JNJ-28312141,>300nM
TGFBR1,KW-2449,>300nM
PIK3CA(C420R),PP-242,>300nM
PRKCQ,AG-013736,>300nM
STK16,BMS-387032/SNS-032,>300nM
ABL1(T315I)-nonphosphorylated,GSK-1838705A,>300nM
ERK2,MLN-518,>300nM
CDKL2,Erlotinib,>300nM
JNK2,GW-2580,>300nM
FER,MLN-518,>300nM
MAP4K2,AZD-6244/ARRY-886,>300nM
EGFR,Lapatinib,<300nM
MYO3B,Dasatinib,>300nM
NEK3,KW-2449,>300nM
FYN,AC220,>300nM
AURKA,BMS-387032/SNS-032,>300nM
HIPK4,BMS-540215,>300nM
CTK,Lapatinib,>300nM
CIT,INCB18424,>300nM
ABL1(F317L)-nonphosphorylated,CP-690550,>300nM
FLT3(ITD),CI-1033,>300nM
TAOK1,AG-013736,>300nM
MAK,INCB18424,>300nM
MKNK1,PD-173955,>300nM
TAK1,GDC-0941,>300nM
CAMK1,AZD-1152HQPA,>300nM
ROS1,GDC-0879,>300nM
FAK,PHA-665752,>300nM
ABL1(T315I)-phosphorylated,GDC-0941,>300nM
PIK3C2G,Dasatinib,>300nM
LRRK2,KW-2449,>300nM
RIPK1,Flavopiridol,>300nM
DRAK2,CEP-701,<300nM
MET(Y1235D),BIBW-2992,>300nM
CSNK1A1,TG-101348,>300nM
NEK4,Imatinib,>300nM
FRK,CEP-701,>300nM
FGFR2,HKI-272,>300nM
INSR,R406,>300nM
PRKD3,PKC-412,>300nM
PIK3CA(I800L),PD-173955,>300nM
RPS6KA5(Kin.Dom.1-N-terminal),GSK-690693,>300nM
EGFR(L858R),PTK-787,>300nM
ABL1(F317L)-nonphosphorylated,AZD-2171,>300nM
TESK1,PKC-412,>300nM
ITK,GDC-0941,>300nM
PIK3CD,BMS-345541,>300nM
RET(V804L),INCB18424,>300nM
PAK1,Imatinib,>300nM
MST1,TG-101348,>300nM
BRK,AT-7519,>300nM
ERBB4,Gefitinib,<300nM
CHEK1,INCB18424,>300nM
AMPK-alpha1,AB-1010,>300nM
MLK2,PP-242,>300nM
ABL1(T315I)-phosphorylated,Pazopanib,>300nM
YES,Pazopanib,>300nM
TLK1,A-674563,>300nM
CSK,Gefitinib,>300nM
p38-gamma,Erlotinib,>300nM
MAP3K15,BIBW-2992,>300nM
FGFR1,Imatinib,>300nM
LIMK1,BIBW-2992,>300nM
CAMK1,SB-203580,>300nM
BRSK1,LY-333531,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),LY-317615,>300nM
YANK3,GSK-1838705A,>300nM
CSNK1G1,BIRB-796,>300nM
SRPK2,GSK-1838705A,>300nM
S6K1,LY-317615,>300nM
IRAK1,BMS-345541,>300nM
MET(Y1235D),CHIR-265/RAF-265,>300nM
STK16,SB-203580,>300nM
ABL1(Q252H)-nonphosphorylated,GDC-0879,>300nM
FER,Ki-20227,>300nM
MET(M1250T),PTK-787,>300nM
CSNK1A1L,AST-487,>300nM
TGFBR2,Gefitinib,>300nM
CTK,PHA-665752,>300nM
ERK8,Dasatinib,>300nM
MST2,CHIR-265/RAF-265,>300nM
DRAK1,AZD-2171,>300nM
TAOK1,ABT-869,>300nM
PLK2,GDC-0879,>300nM
S6K1,Imatinib,>300nM
FLT3(R834Q),CHIR-258/TKI-258,<300nM
MAP4K4,Nilotinib,>300nM
PIK4CB,CP-690550,>300nM
KIT(D816H),GDC-0879,>300nM
MAP3K2,PKC-412,<300nM
"KIT(V559D,T670I)",AB-1010,<300nM
DCAMKL1,AB-1010,>300nM
YANK2,CHIR-265/RAF-265,>300nM
MARK1,SB-203580,>300nM
PIK3CA(C420R),Pazopanib,>300nM
AKT3,BI-2536,>300nM
"EGFR(L747-S752del, P753S)",MLN-8054,>300nM
IKK-beta,TG-101348,>300nM
CIT,PLX-4720,>300nM
FGFR3,MLN-518,>300nM
JAK1(JH2domain-pseudokinase),GSK-1838705A,>300nM
RSK3(Kin.Dom.1-N-terminal),JNJ-28312141,>300nM
DYRK1A,AZD-1152HQPA,>300nM
CDKL2,CEP-701,<300nM
MAST1,AZD-1152HQPA,>300nM
BMX,Lapatinib,>300nM
LIMK2,AC220,>300nM
MST1R,AZD-1152HQPA,>300nM
CDK2,BMS-387032/SNS-032,>300nM
DCAMKL2,PD-173955,>300nM
ABL1(Q252H)-nonphosphorylated,LY-333531,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),GSK-1838705A,>300nM
ABL1(Y253F)-phosphorylated,LY-333531,>300nM
NEK6,AZD-6244/ARRY-886,>300nM
RET,SB-203580,>300nM
TYK2(JH2domain-pseudokinase),Ki-20227,>300nM
PDPK1,Gefitinib,>300nM
PIK4CB,LY-333531,>300nM
"EGFR(L747-T751del,Sins)",GW-2580,>300nM
MET,Flavopiridol,>300nM
CDK4-cyclinD3,ABT-869,>300nM
PLK3,R406,>300nM
TAOK2,AZD-1152HQPA,>300nM
FGFR3,BIBW-2992,>300nM
PIK3CA(Q546K),GW-2580,>300nM
ROCK2,TG-101348,>300nM
STK16,AC220,>300nM
RET,LY-317615,>300nM
ABL1(Q252H)-phosphorylated,Flavopiridol,>300nM
PAK2,PD-173955,>300nM
FLT3(D835Y),TG-101348,<300nM
NIM1,BMS-345541,>300nM
TBK1,Flavopiridol,>300nM
TNNI3K,SB-203580,>300nM
ERK8,Gefitinib,>300nM
CAMK2B,Gefitinib,>300nM
CDK2,BI-2536,>300nM
CSNK1A1L,Crizotinib,>300nM
ACVR1B,PHA-665752,>300nM
MAP4K3,BIBW-2992,>300nM
HUNK,CHIR-265/RAF-265,>300nM
CAMK1D,TG-101348,>300nM
LATS1,BMS-345541,>300nM
TESK1,Imatinib,>300nM
ABL1(F317I)-nonphosphorylated,ABT-869,>300nM
HIPK2,BI-2536,>300nM
VEGFR2,AZD-6244/ARRY-886,>300nM
ABL1(H396P)-phosphorylated,SB-203580,>300nM
HUNK,GW-2580,>300nM
ADCK3,AZD-2171,>300nM
ULK3,Nilotinib,>300nM
EGFR(E746-A750del),AZD-6244/ARRY-886,>300nM
DCAMKL2,Pazopanib,>300nM
MYLK2,Imatinib,>300nM
ULK3,Pazopanib,>300nM
MRCKB,BMS-540215,>300nM
JAK2(JH1domain-catalytic),GSK-690693,>300nM
MARK3,PP-242,>300nM
NEK11,MLN-8054,>300nM
MST4,GDC-0941,>300nM
ACVR2B,Crizotinib,>300nM
NDR2,Ki-20227,>300nM
PIK3CA(I800L),AB-1010,>300nM
DMPK,BMS-345541,>300nM
JNK3,TAE-684,<300nM
PIK3CA(H1047L),BIRB-796,>300nM
PIK3CA(E545A),BMS-540215,>300nM
DYRK1A,GDC-0879,>300nM
NDR2,GW-2580,>300nM
CSNK1G3,PHA-665752,>300nM
MAP3K2,Vandetanib,>300nM
ACVR1B,GSK-690693,>300nM
CSNK2A1,PHA-665752,>300nM
NEK2,INCB18424,>300nM
p38-delta,MLN-518,>300nM
EGFR(L861Q),MLN-120B,>300nM
PFPK5(P.falciparum),CP-690550,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),BMS-540215,>300nM
RPS6KA5(Kin.Dom.1-N-terminal),BMS-345541,>300nM
CSNK1G2,Pazopanib,>300nM
CAMK2B,CHIR-258/TKI-258,>300nM
IRAK1,R547,>300nM
EGFR(L861Q),AT-7519,>300nM
MEK4,LY-333531,>300nM
EGFR(T790M),SB-203580,>300nM
PCTK1,GSK-690693,>300nM
RIOK2,MLN-120B,>300nM
QSK,CI-1033,>300nM
MEK6,BIRB-796,>300nM
SIK2,SB-203580,>300nM
EIF2AK1,R547,>300nM
PAK6,KW-2449,>300nM
FAK,TAE-684,>300nM
DMPK2,AZD-6244/ARRY-886,>300nM
MEK3,PTK-787,>300nM
TEC,CHIR-258/TKI-258,>300nM
CAMK2D,Nilotinib,>300nM
PFCDPK1(P.falciparum),MLN-120B,>300nM
ABL1(F317I)-phosphorylated,Gefitinib,>300nM
NEK5,SGX-523,>300nM
TIE1,Imatinib,>300nM
LATS1,PHA-665752,>300nM
CSNK1D,PP-242,>300nM
KIT(D816V),Flavopiridol,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),PP-242,>300nM
TESK1,A-674563,>300nM
ULK2,BMS-345541,>300nM
CHEK2,AZD-1152HQPA,>300nM
MINK,HKI-272,>300nM
MAP4K3,Dasatinib,>300nM
BRSK2,AG-013736,>300nM
CDK9,Flavopiridol,>300nM
CDKL5,R406,>300nM
STK16,GW-2580,>300nM
p38-beta,Vandetanib,>300nM
PIP5K2C,Pazopanib,>300nM
HIPK4,Staurosporine,<300nM
MARK4,Staurosporine,<300nM
STK33,R547,>300nM
MLK1,Pazopanib,>300nM
"EGFR(L858R,T790M)",Imatinib,>300nM
MAP3K4,BMS-540215,>300nM
LIMK2,AT-7519,>300nM
EIF2AK1,ABT-869,>300nM
STK36,BIRB-796,>300nM
IKK-alpha,LY-333531,>300nM
MKNK2,SGX-523,>300nM
RPS6KA5(Kin.Dom.1-N-terminal),AZD-2171,>300nM
MAP4K3,AG-013736,>300nM
RSK3(Kin.Dom.2-C-terminal),MLN-120B,>300nM
MST3,BI-2536,>300nM
CDK5,MLN-518,>300nM
CAMK1G,CHIR-265/RAF-265,>300nM
SRPK3,KW-2449,>300nM
BRSK2,TG-101348,>300nM
FLT3(N841I),AC220,<300nM
BMX,GW-2580,>300nM
STK36,MLN-8054,>300nM
MEK2,R547,>300nM
DAPK2,ABT-869,>300nM
FYN,SB-203580,>300nM
TEC,Pazopanib,>300nM
MLCK,BI-2536,>300nM
MEK5,Erlotinib,>300nM
ASK2,AZD-1152HQPA,>300nM
CAMKK2,TG-101348,>300nM
TTK,GW-2580,>300nM
BMX,PP-242,>300nM
CDK3,Ki-20227,>300nM
PDPK1,HKI-272,>300nM
RET(M918T),SB-203580,>300nM
DCAMKL2,CHIR-265/RAF-265,>300nM
ZAK,A-674563,>300nM
DMPK,AT-7519,>300nM
FLT3(R834Q),Ki-20227,>300nM
KIT(A829P),AG-013736,<300nM
MAP3K1,TG-101348,>300nM
p38-delta,CEP-701,>300nM
CASK,PD-173955,>300nM
PKNB(M.tuberculosis),Ki-20227,>300nM
RET(V804M),Staurosporine,<300nM
ERK1,AB-1010,>300nM
FLT3(R834Q),Dasatinib,>300nM
CAMKK2,Staurosporine,<300nM
MEK1,AZD-2171,>300nM
CAMK2B,CHIR-265/RAF-265,>300nM
PFTK1,TG-101348,>300nM
NDR2,AG-013736,>300nM
FER,BI-2536,>300nM
EPHA8,Imatinib,>300nM
STK35,PTK-787,>300nM
ABL1-nonphosphorylated,MLN-518,>300nM
EPHA4,Vandetanib,>300nM
PHKG2,TAE-684,<300nM
PRKCE,GDC-0941,>300nM
PRKG1,KW-2449,>300nM
LOK,GDC-0879,>300nM
EGFR(L861Q),BMS-387032/SNS-032,>300nM
ABL2,R406,>300nM
IGF1R,BIBW-2992,>300nM
CDKL3,GW-2580,>300nM
PIP5K1C,AZD-1152HQPA,>300nM
PCTK3,Flavopiridol,>300nM
RSK2(Kin.Dom.1-N-terminal),JNJ-28312141,>300nM
ABL1(F317L)-phosphorylated,TG-101348,>300nM
LATS1,SGX-523,>300nM
PIM3,GW-2580,>300nM
CAMK4,Lapatinib,>300nM
CDK5,Erlotinib,>300nM
ABL1(T315I)-phosphorylated,AZD-6244/ARRY-886,>300nM
IGF1R,PP-242,>300nM
CAMKK2,PLX-4720,>300nM
RET,R547,>300nM
EPHA8,Nilotinib,>300nM
MST2,BIRB-796,>300nM
CSNK2A2,AT-7519,>300nM
ASK2,Vandetanib,>300nM
CLK3,Ki-20227,>300nM
TLK2,AST-487,>300nM
INSR,BI-2536,>300nM
SRPK2,AT-7519,>300nM
EGFR,TAE-684,>300nM
TAOK1,MLN-518,>300nM
PKAC-beta,AG-013736,>300nM
PRKD3,Crizotinib,>300nM
EGFR,Crizotinib,>300nM
GSK3B,SGX-523,>300nM
ERBB3,PP-242,>300nM
ACVR2B,CP-690550,>300nM
EPHB1,MLN-120B,>300nM
MLCK,JNJ-28312141,>300nM
DCAMKL2,CHIR-258/TKI-258,>300nM
EGFR,GDC-0941,>300nM
DYRK1B,SGX-523,>300nM
EPHB4,TG-101348,>300nM
CLK1,Staurosporine,<300nM
PHKG1,AST-487,>300nM
TRKC,PTK-787,>300nM
PRKG2,PLX-4720,>300nM
PRKCH,BMS-540215,>300nM
MST3,PP-242,>300nM
GSK3A,AB-1010,>300nM
ACVRL1,MLN-8054,>300nM
RSK4(Kin.Dom.1-N-terminal),LY-333531,>300nM
HPK1,TG-101348,>300nM
PRP4,GDC-0879,>300nM
NEK1,PD-173955,>300nM
LATS1,R406,>300nM
MST1R,SGX-523,>300nM
NEK5,GDC-0879,>300nM
NDR2,PKC-412,>300nM
NDR1,PTK-787,>300nM
ASK2,PKC-412,>300nM
PRKCE,TAE-684,>300nM
ACVR1B,Lapatinib,>300nM
CAMK1,GSK-1838705A,>300nM
MUSK,LY-317615,>300nM
PRKCI,TAE-684,>300nM
MAP4K3,PD-173955,<300nM
EPHA5,MLN-8054,>300nM
MST1,ABT-869,>300nM
FGR,MLN-120B,>300nM
PDGFRB,BIRB-796,>300nM
ABL1(F317I)-nonphosphorylated,PLX-4720,>300nM
CDK5,PKC-412,>300nM
PIM3,Flavopiridol,>300nM
BRSK2,GDC-0941,>300nM
EPHA2,GSK-690693,>300nM
JAK2(JH1domain-catalytic),CP-690550,>300nM
MKNK2,LY-333531,>300nM
PRKD2,KW-2449,>300nM
MARK1,Staurosporine,<300nM
ZAK,R406,>300nM
CDK5,GW-2580,>300nM
PCTK3,Staurosporine,<300nM
HIPK1,AG-013736,>300nM
MLK3,PLX-4720,>300nM
PLK3,JNJ-28312141,>300nM
CDC2L1,INCB18424,>300nM
CDC2L5,GSK-690693,>300nM
PIK3CA,BIBW-2992,>300nM
AMPK-alpha2,TAE-684,>300nM
CSNK1A1L,PTK-787,>300nM
ALK,PLX-4720,>300nM
TLK2,GDC-0879,>300nM
RPS6KA5(Kin.Dom.2-C-terminal),Ki-20227,>300nM
DYRK2,AC220,>300nM
ADCK3,INCB18424,>300nM
DCAMKL1,MLN-518,>300nM
EGFR(S752-I759del),PD-173955,>300nM
CDK4-cyclinD3,TAE-684,>300nM
PKAC-alpha,A-674563,>300nM
EGFR(T790M),Vandetanib,<300nM
MAP4K5,Nilotinib,>300nM
YANK2,Staurosporine,<300nM
ABL1-nonphosphorylated,LY-333531,>300nM
ERK4,JNJ-28312141,>300nM
QSK,JNJ-28312141,>300nM
PFTAIRE2,Lapatinib,>300nM
FGR,AC220,>300nM
PIP5K2B,AB-1010,>300nM
DAPK3,AZD-1152HQPA,>300nM
ROCK2,CHIR-265/RAF-265,>300nM
ERK3,AST-487,>300nM
TTK,Gefitinib,>300nM
TNK1,Flavopiridol,>300nM
PYK2,PP-242,>300nM
RIPK1,GDC-0941,>300nM
PLK3,PLX-4720,>300nM
IKK-beta,AB-1010,>300nM
PAK6,CHIR-265/RAF-265,>300nM
PKAC-alpha,PD-173955,>300nM
LATS1,GSK-1838705A,>300nM
ASK2,Erlotinib,>300nM
MAP3K2,PD-173955,>300nM
ABL1(Y253F)-phosphorylated,BIBW-2992,>300nM
RET,BMS-540215,>300nM
RIPK1,AC220,>300nM
CAMKK1,KW-2449,>300nM
EPHA6,GSK-1838705A,>300nM
PIK3C2G,MLN-518,>300nM
ABL1(Q252H)-phosphorylated,GSK-1838705A,>300nM
ABL1(Y253F)-phosphorylated,Dasatinib,<300nM
RPS6KA5(Kin.Dom.2-C-terminal),BMS-345541,>300nM
PLK1,A-674563,>300nM
HPK1,JNJ-28312141,<300nM
p38-beta,AB-1010,>300nM
BRAF,MLN-120B,>300nM
FLT3,TAE-684,<300nM
CSNK1A1L,Gefitinib,>300nM
GRK1,INCB18424,>300nM
CDKL5,Crizotinib,>300nM
BRSK1,Pazopanib,>300nM
PLK2,A-674563,>300nM
MKNK1,A-674563,>300nM
FGR,PTK-787,>300nM
ERK1,AZD-1152HQPA,>300nM
ROCK2,Imatinib,>300nM
JNK3,GDC-0879,>300nM
CDC2L2,GSK-690693,>300nM
CDKL5,INCB18424,>300nM
PDPK1,CHIR-258/TKI-258,>300nM
NEK11,AC220,>300nM
ERK5,AST-487,>300nM
ABL1(Q252H)-nonphosphorylated,Dasatinib,<300nM
CSNK1A1,PP-242,>300nM
p38-delta,BI-2536,>300nM
PRKX,ABT-869,>300nM
CSNK1D,Lapatinib,>300nM
MARK4,ABT-869,>300nM
RIOK1,BMS-540215,>300nM
DRAK1,Imatinib,>300nM
PLK1,SB-203580,>300nM
ERK1,JNJ-28312141,>300nM
CDK11,BIRB-796,>300nM
PAK7,PD-173955,>300nM
MAPKAPK2,Flavopiridol,>300nM
TESK1,BMS-387032/SNS-032,>300nM
SRPK3,Gefitinib,>300nM
MLK3,LY-333531,>300nM
PFTAIRE2,MLN-518,>300nM
CSNK2A1,KW-2449,>300nM
TAK1,R547,>300nM
FGFR2,Flavopiridol,>300nM
RIPK4,Erlotinib,>300nM
GSK3B,Gefitinib,>300nM
MEK3,AST-487,>300nM
CSNK1A1,PHA-665752,>300nM
CSNK1D,R406,>300nM
CAMK2B,Dasatinib,>300nM
LATS1,KW-2449,>300nM
PIK3CA(H1047Y),Crizotinib,>300nM
YSK1,CEP-701,>300nM
ERK3,LY-317615,>300nM
RSK2(Kin.Dom.1-N-terminal),GDC-0941,>300nM
MLK1,Imatinib,>300nM
TTK,PKC-412,>300nM
p38-gamma,JNJ-28312141,>300nM
RIPK4,Ki-20227,>300nM
CAMK1G,BMS-345541,>300nM
ACVR1B,Nilotinib,>300nM
TRKC,CHIR-258/TKI-258,>300nM
RPS6KA5(Kin.Dom.2-C-terminal),AST-487,>300nM
PKNB(M.tuberculosis),PKC-412,<300nM
CASK,ABT-869,>300nM
CLK2,AC220,>300nM
CDK7,PLX-4720,>300nM
NEK7,HKI-272,>300nM
PAK4,SGX-523,>300nM
PIK3CA(E542K),Ki-20227,>300nM
DDR2,KW-2449,>300nM
PCTK1,CI-1033,>300nM
ACVR2B,JNJ-28312141,>300nM
MRCKA,A-674563,>300nM
YANK1,PD-173955,>300nM
ADCK3,MLN-8054,>300nM
PIK3CG,PD-173955,>300nM
p38-beta,PKC-412,>300nM
IKK-alpha,Ki-20227,>300nM
SRPK3,Dasatinib,>300nM
STK33,PHA-665752,>300nM
YES,ABT-869,>300nM
DAPK3,MLN-518,>300nM
TAK1,PP-242,>300nM
PCTK2,GDC-0879,>300nM
ASK2,Ki-20227,>300nM
MLK1,AST-487,>300nM
MAP3K1,BI-2536,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),JNJ-28312141,>300nM
ABL1(F317I)-phosphorylated,R547,>300nM
PAK4,Staurosporine,<300nM
FER,PTK-787,>300nM
RAF1,GW-2580,>300nM
CTK,BIRB-796,>300nM
PRKCQ,SGX-523,>300nM
MET,BIRB-796,>300nM
DYRK1B,HKI-272,>300nM
MYO3B,BMS-540215,>300nM
AMPK-alpha2,Crizotinib,>300nM
PIK3CA(E545A),BMS-345541,>300nM
GSK3A,Gefitinib,>300nM
TYK2(JH1domain-catalytic),MLN-8054,>300nM
ABL1(F317I)-nonphosphorylated,PD-173955,<300nM
GSK3A,AT-7519,>300nM
DAPK2,KW-2449,<300nM
PIK3CA(E545K),Gefitinib,>300nM
RIPK4,R547,>300nM
ULK3,Crizotinib,>300nM
CAMKK1,CHIR-265/RAF-265,>300nM
GRK4,Erlotinib,>300nM
CSNK2A2,BMS-540215,>300nM
PKAC-beta,BMS-345541,>300nM
MAP4K4,Imatinib,>300nM
IKK-epsilon,GW-2580,>300nM
PRKD2,MLN-8054,>300nM
AURKB,PD-173955,>300nM
"EGFR(L747-S752del, P753S)",CHIR-258/TKI-258,>300nM
PIK3CD,Dasatinib,>300nM
NEK4,Gefitinib,>300nM
ANKK1,MLN-8054,>300nM
SRPK3,AST-487,>300nM
PAK3,AG-013736,>300nM
ULK2,MLN-518,>300nM
PKMYT1,PHA-665752,>300nM
LOK,A-674563,>300nM
CLK2,Staurosporine,<300nM
MST4,MLN-8054,>300nM
EGFR(T790M),PD-173955,>300nM
MYLK,Crizotinib,>300nM
BRAF,AB-1010,>300nM
MLK2,BMS-540215,>300nM
TIE1,AZD-6244/ARRY-886,>300nM
PRKX,Crizotinib,>300nM
PRKR,A-674563,>300nM
PKNB(M.tuberculosis),BIRB-796,>300nM
TNK2,Dasatinib,>300nM
RSK3(Kin.Dom.1-N-terminal),AB-1010,>300nM
AKT1,GSK-1838705A,>300nM
GSK3A,PD-173955,>300nM
AAK1,PTK-787,>300nM
EPHA7,AZD-2171,>300nM
ABL1(F317I)-phosphorylated,SB-203580,>300nM
CSNK2A2,GW-2580,>300nM
PIK3CA,CHIR-258/TKI-258,>300nM
IRAK4,AST-487,>300nM
CDK4-cyclinD3,BIRB-796,>300nM
TESK1,AC220,>300nM
BLK,Pazopanib,>300nM
EGFR(L858R),HKI-272,<300nM
MKNK2,GSK-1838705A,>300nM
ZAK,PHA-665752,>300nM
PRKX,AT-7519,>300nM
IRAK1,MLN-518,>300nM
BLK,AT-7519,>300nM
CSNK1G1,PTK-787,>300nM
PRKCD,Staurosporine,<300nM
KIT(V559D),SB-203580,>300nM
DYRK1B,AC220,>300nM
EIF2AK1,INCB18424,>300nM
BRK,LY-317615,>300nM
ROCK1,Dasatinib,>300nM
GRK7,TAE-684,>300nM
YSK4,MLN-8054,>300nM
MLK1,HKI-272,>300nM
RIOK2,CHIR-258/TKI-258,>300nM
BRSK2,SB-203580,>300nM
FAK,MLN-518,>300nM
NEK3,Flavopiridol,>300nM
PAK4,Ki-20227,>300nM
TTK,KW-2449,>300nM
GRK4,PTK-787,>300nM
MEK4,TG-101348,>300nM
ACVR1B,PLX-4720,>300nM
DMPK,LY-333531,>300nM
CDK11,AZD-1152HQPA,>300nM
PIM1,GSK-1838705A,>300nM
TGFBR2,HKI-272,>300nM
KIT(L576P),CHIR-265/RAF-265,<300nM
PLK2,MLN-518,>300nM
PKAC-beta,AB-1010,>300nM
EPHA3,BMS-387032/SNS-032,>300nM
PDGFRB,SB-203580,>300nM
CAMK2A,BMS-345541,>300nM
CASK,AST-487,>300nM
TRKC,SB-203580,>300nM
CAMK1G,BMS-387032/SNS-032,>300nM
RSK1(Kin.Dom.1-N-terminal),PP-242,>300nM
CDC2L5,PD-173955,>300nM
MAP4K3,AST-487,<300nM
IGF1R,SGX-523,>300nM
BRAF,A-674563,>300nM
ITK,PP-242,>300nM
HIPK4,A-674563,>300nM
MYO3A,AT-7519,>300nM
PIK3CA(H1047L),A-674563,>300nM
DCAMKL3,Dasatinib,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),MLN-120B,>300nM
CAMK4,Imatinib,>300nM
VRK2,GDC-0879,>300nM
YANK2,MLN-518,>300nM
NEK5,Crizotinib,>300nM
MYLK,CI-1033,>300nM
CDK11,Dasatinib,>300nM
PHKG1,HKI-272,>300nM
PHKG2,Erlotinib,>300nM
IKK-beta,GSK-690693,>300nM
MARK1,PTK-787,>300nM
CLK3,Vandetanib,>300nM
MAP3K15,Nilotinib,>300nM
FRK,GDC-0879,>300nM
RIPK4,CEP-701,<300nM
RPS6KA4(Kin.Dom.2-C-terminal),Vandetanib,>300nM
AURKB,KW-2449,<300nM
ACVR2B,AC220,>300nM
PIK3CA(E545A),JNJ-28312141,>300nM
TGFBR2,BIRB-796,>300nM
JAK3(JH1domain-catalytic),PKC-412,<300nM
CSNK1G2,HKI-272,>300nM
YANK3,AZD-1152HQPA,>300nM
FER,CHIR-265/RAF-265,>300nM
PAK2,Ki-20227,>300nM
PRKG2,PP-242,>300nM
KIT(A829P),BI-2536,>300nM
INSR,HKI-272,>300nM
IRAK3,PLX-4720,>300nM
